BuildingID	BuildingType	Long	Lat	SocClust_Id	SectorCode_Id	BiomasPat_Id	elec	lpg
1201044781	4	29.42	-2.0982	5	1201	5	214	12
1201044782	3	29.4212	-2.0981	5	1201	5	214	12
1201044913	2	29.4227	-2.0975	4	1201	5	214	12
1201044914	3	29.4233	-2.0974	5	1201	5	214	12
1201044915	2	29.423	-2.0973	4	1201	5	214	12
1201044916	4	29.4201	-2.0978	5	1201	5	214	12
1201044917	4	29.4207	-2.0976	5	1201	5	214	12
1201044918	3	29.4209	-2.0976	5	1201	5	214	12
1201044919	3	29.421	-2.0974	5	1201	5	213	12
1201044920	2	29.421	-2.0974	4	1201	5	213	12
1201044923	3	29.4217	-2.0971	5	1201	5	214	12
1201044924	3	29.4201	-2.0973	5	1201	5	214	12
1201044925	2	29.4226	-2.097	4	1201	5	214	12
1201044926	2	29.4219	-2.097	4	1201	5	214	12
1201044927	2	29.4232	-2.097	4	1201	5	214	12
1201044928	2	29.4234	-2.0967	4	1201	5	214	12
1201044929	3	29.4176	-2.096	5	1201	5	214	12
1201044930	2	29.4176	-2.096	4	1201	5	214	12
1201044931	2	29.4175	-2.0957	4	1201	5	214	12
1201044932	2	29.4167	-2.0957	4	1201	5	214	12
1201044933	4	29.4178	-2.0956	5	1201	5	214	12
1201044934	2	29.4178	-2.0955	4	1201	5	214	12
1201044935	3	29.4194	-2.0964	5	1201	5	214	12
1201044936	2	29.4209	-2.0958	4	1201	5	214	12
1201044937	3	29.4201	-2.0953	5	1201	5	214	12
1201044938	2	29.4186	-2.0953	4	1201	5	214	12
1201044939	3	29.4205	-2.0952	5	1201	5	214	12
1201044940	1	29.4187	-2.0951	3	1201	5	214	12
1201044966	2	29.405	-2.0933	4	1201	5	214	12
1201044967	2	29.4043	-2.093	4	1201	5	214	12
1201044969	3	29.3962	-2.0917	5	1201	5	214	12
1201044970	2	29.3967	-2.0915	4	1201	5	214	12
1201044971	2	29.3975	-2.0915	4	1201	5	214	12
1201044974	1	29.4002	-2.0941	3	1201	5	214	12
1201044975	1	29.4005	-2.0937	3	1201	5	214	12
1201044976	2	29.4006	-2.0925	4	1201	5	214	12
1201044978	2	29.4023	-2.0929	4	1201	5	214	12
1201044979	2	29.4012	-2.0919	4	1201	5	214	12
1201044980	2	29.4066	-2.0927	4	1201	5	214	12
1201044981	3	29.4056	-2.0927	5	1201	5	214	12
1201044982	3	29.4048	-2.0927	5	1201	5	214	12
1201044983	2	29.4058	-2.0926	4	1201	5	214	12
1201044984	2	29.4062	-2.0926	4	1201	5	214	12
1201044985	2	29.4046	-2.0925	4	1201	5	214	12
1201044986	4	29.4044	-2.0925	5	1201	5	214	12
1201044987	2	29.4065	-2.0925	4	1201	5	214	12
1201044988	3	29.4043	-2.0925	5	1201	5	214	12
1201044989	2	29.4062	-2.0923	4	1201	5	214	12
1201044990	3	29.4051	-2.0908	5	1201	5	214	12
1201044991	2	29.405	-2.0907	4	1201	5	214	12
1201044992	3	29.4048	-2.0906	5	1201	5	214	12
1201044993	2	29.4067	-2.0906	4	1201	5	214	12
1201044994	4	29.4062	-2.0905	5	1201	5	214	12
1201045026	2	29.4093	-2.0931	4	1201	5	214	12
1201045027	1	29.4096	-2.093	3	1201	5	214	12
1201045028	2	29.409	-2.093	4	1201	5	214	12
1201045029	3	29.4088	-2.093	5	1201	5	214	12
1201045031	1	29.4108	-2.0939	3	1201	5	214	12
1201045033	2	29.4127	-2.093	4	1201	5	214	12
1201045034	3	29.4101	-2.093	5	1201	5	214	12
1201045035	3	29.4124	-2.0928	5	1201	5	214	12
1201045036	2	29.4085	-2.093	4	1201	5	214	12
1201045037	3	29.4091	-2.0929	5	1201	5	214	12
1201045038	2	29.408	-2.0929	4	1201	5	214	12
1201045039	3	29.409	-2.0929	5	1201	5	214	12
1201045040	2	29.4175	-2.0954	4	1201	5	214	12
1201045041	2	29.4173	-2.0954	4	1201	5	214	12
1201045042	2	29.417	-2.0952	4	1201	5	214	12
