DemandArea_Id	Region	ElArea_Id	LpgArea_Id	Area_Type	AGRO	CITY	FORE	RAGE
26	Gatsibo	119	26	urban	0.54555	0.0	0.45095	0.0035
27	Gatsibo	117	26	rural	0.5017477462740821	0.0	0.45095	0.04730225372591785
27	Gatsibo	117	26	urban	0.54555	0.0	0.45095	0.0035
28	Gatsibo	103	26	rural	0.18824578313253013	0.0	0.45095	0.3608042168674699
28	Gatsibo	103	26	urban	0.54555	0.0	0.45095	0.0035
29	Gatsibo	100	26	rural	0.40354798792756535	0.0	0.4784650905432596	0.11798692152917506
29	Gatsibo	100	26	urban	0.54555	0.0	0.45095	0.0035
30	Gatsibo	110	26	rural	0.37174112814895943	0.0	0.45095	0.17730887185104052
30	Gatsibo	110	26	urban	0.54555	0.0	0.45095	0.0035
31	Gatsibo	108	26	rural	0.49168041180758015	0.0	0.45149068877551024	0.05682889941690962
31	Gatsibo	108	26	urban	0.54555	0.0	0.45095	0.0035
32	Gatsibo	109	26	rural	0.5283566914498141	0.0	0.4562473977695167	0.015395910780669144
32	Gatsibo	109	26	urban	0.5436679422835634	0.0	0.45095	0.005382057716436637
33	Gatsibo	106	26	rural	0.4663730452674897	0.0	0.4712792181069959	0.062347736625514405
33	Gatsibo	106	26	urban	0.5093972032742156	0.0	0.45095	0.03965279672578445
34	Gatsibo	122	26	rural	0.4554308341608739	0.0	0.4545498013902681	0.090019364448858
34	Gatsibo	122	26	urban	0.54555	0.0	0.45095	0.0035
35	Gatsibo	41	26	rural	0.54555	0.0	0.45095	0.0035
35	Gatsibo	41	26	urban	0.54555	0.0	0.45095	0.0035
36	Gatsibo	111	26	rural	0.5389163008081052	0.0	0.45095	0.010133699191894826
36	Gatsibo	111	26	urban	0.54555	0.0	0.45095	0.0035
37	Gatsibo	104	26	rural	0.3299196520250998	0.0	0.45095	0.21913034797490016
37	Gatsibo	104	26	urban	0.54555	0.0	0.45095	0.0035
38	Gatsibo	120	26	rural	0.5157123948346704	0.0	0.45095	0.03333760516532968
38	Gatsibo	120	26	urban	0.54555	0.0	0.45095	0.0035
39	Gatsibo	121	26	rural	0.5067480939414568	0.0	0.45095	0.04230190605854323
39	Gatsibo	121	26	urban	0.54555	0.0	0.45095	0.0035
40	Gatsibo	115	26	rural	0.49555	0.0	0.45095	0.053500000000000006
40	Gatsibo	115	26	urban	0.0911	0.0	0.9019	0.007
41	Gatsibo	114	26	rural	0.5302828244274809	0.0	0.45095	0.018767175572519085
41	Gatsibo	114	26	urban	0.0911	0.0	0.9019	0.007
42	Gatsibo	101	26	rural	0.54555	0.0	0.45095	0.0035
42	Gatsibo	101	26	urban	0.54555	0.0	0.45095	0.0035
43	Gatsibo	112	26	rural	0.54555	0.0	0.45095	0.0035
43	Gatsibo	112	26	urban	0.54555	0.0	0.45095	0.0035
44	Gatsibo	107	26	rural	0.5400653896529142	0.0	0.45095	0.00898461034708579
44	Gatsibo	107	26	urban	0.54555	0.0	0.45095	0.0035
45	Gatsibo	116	26	rural	0.48593461538461535	0.0	0.45095	0.06311538461538461
45	Gatsibo	116	26	urban	0.0911	0.0	0.9019	0.007
46	Gatsibo	105	26	rural	0.4913093688362919	0.0	0.45095	0.05774063116370809
46	Gatsibo	105	26	urban	0.54555	0.0	0.45095	0.0035
47	Gatsibo	113	26	rural	0.5380873134328358	0.0	0.45095	0.01096268656716418
47	Gatsibo	113	26	urban	0.54555	0.0	0.45095	0.0035
48	Kayonza	231	27	rural	0.41888932219127206	0.06954565150108326	0.18835	0.32321502630764465
48	Kayonza	231	27	urban	0.4667684210526316	0.34463157894736846	0.18835000000000002	0.00025000000000000006
49	Kayonza	239	27	rural	0.6282591521781598	0.09591678062121509	0.18835	0.08747406720062512
49	Kayonza	239	27	urban	0.5983473684210526	0.21305263157894738	0.18835	0.00025
50	Kayonza	234	27	rural	0.3546431478968792	0.042008141112618726	0.18916185307230082	0.4141868579182012
50	Kayonza	234	27	urban	0.7694	0.042	0.18835	0.00025
51	Kayonza	236	27	rural	0.4160525925925926	0.042884175084175094	0.18854025252525253	0.35252297979797975
51	Kayonza	236	27	urban	0.35465345622119815	0.3553640552995391	0.18835	0.10163248847926268
52	Kayonza	232	27	rural	0.5402732787170995	0.19704619138922783	0.18835	0.07433052989367266
52	Kayonza	232	27	urban	0.2701521058965102	0.5305679903730446	0.18835	0.010929903730445247
53	Kayonza	233	27	rural	0.3381892168254706	0.13484220311410644	0.18835	0.33861858006042295
53	Kayonza	233	27	urban	0.27058249901458414	0.5402262514781238	0.18835	0.0008412495072920772
54	Kayonza	221	27	rural	0.6810746606796612	0.042	0.18835	0.08857533932033881
54	Kayonza	221	27	urban	0.7694	0.042	0.18835	0.00025
55	Kayonza	237	27	rural	0.3303813471502591	0.04221761658031089	0.19191658031088082	0.43548445595854923
55	Kayonza	237	27	urban	0.7694	0.042	0.18835	0.00025
56	Kayonza	222	27	rural	0.6754832355310091	0.04200483258543321	0.1884292026234035	0.09408272926015418
56	Kayonza	222	27	urban	0.7694	0.042	0.18835	0.00025
57	Kayonza	226	27	rural	0.3284227993564698	0.04202895886003218	0.18870969891978853	0.4408385428637095
57	Kayonza	226	27	urban	0.5388000000000001	0.08400000000000002	0.37670000000000003	0.0005000000000000001
58	Kayonza	238	27	rural	0.42787935306262903	0.046518238128011015	0.1922471954576738	0.33335521335168616
58	Kayonza	238	27	urban	0.32797035928143714	0.04200000000000001	0.18835000000000002	0.4416796407185629
59	Kayonza	235	27	rural	0.3386581285164347	0.042006218537163166	0.1883778871779686	0.43095776576843353
59	Kayonza	235	27	urban	0.26940000000000003	0.04200000000000001	0.18835000000000002	0.5002500000000001
60	Kayonza	229	27	rural	0.544817388604254	0.04207172799254775	0.1886716658903897	0.2244392175128086
60	Kayonza	229	27	urban	0.5388000000000001	0.08400000000000002	0.37670000000000003	0.0005000000000000001
61	Kayonza	227	27	rural	0.33665082146768893	0.04200000000000001	0.18835000000000002	0.43299917853231107
61	Kayonza	227	27	urban	0.6574597014925373	0.042	0.18835	0.11219029850746269
62	Kayonza	224	27	rural	0.32021555834378923	0.04200000000000001	0.18835000000000002	0.4494344416562108
62	Kayonza	224	27	urban	0.7027333333333333	0.042	0.18835	0.06691666666666667
63	Kayonza	586	27	rural	0.3690959513522164	0.04824099855976957	0.18835000000000002	0.3943130500880141
63	Kayonza	586	27	urban	0.31307201426024955	0.09636720142602495	0.18835	0.4022107843137255
64	Kayonza	228	27	rural	0.3574630630630631	0.04200000000000001	0.18891306306306307	0.4116238738738739
64	Kayonza	228	27	urban	0.3098454865181712	0.04200000000000001	0.18835000000000002	0.4598045134818289
65	Kayonza	181	27	rural	0.3343179090394414	0.04200000000000001	0.18835000000000002	0.43533209096055864
65	Kayonza	181	27	urban	0.4569531613269067	0.04200000000000001	0.18835000000000002	0.31269683867309334
66	Kayonza	225	27	rural	0.5090185580954958	0.04578736642770189	0.18835000000000002	0.25684407547680244
66	Kayonza	225	27	urban	0.2921586206896552	0.04200000000000001	0.18835000000000002	0.47749137931034485
67	Kayonza	223	27	rural	0.7237130990415336	0.04200000000000001	0.18835000000000002	0.04593690095846646
67	Kayonza	223	27	urban	0.7694	0.042	0.18835	0.00025
68	Kayonza	230	27	rural	0.26940000000000003	0.04200000000000001	0.18835000000000002	0.5002500000000001
68	Kayonza	230	27	urban	0.5388000000000001	0.08400000000000002	0.37670000000000003	0.0005000000000000001
69	Kirehe	264	28	rural	0.41975	0.001	0.0791	0.50015
69	Kirehe	264	28	urban	0.41975	0.001	0.0791	0.50015
70	Kirehe	268	28	rural	0.41975	0.001	0.07941195408035938	0.4998380459196406
70	Kirehe	268	28	urban	0.8395	0.002	0.1582	0.0003
71	Kirehe	275	28	rural	0.4417079646017699	0.0014424778761061947	0.0791	0.4777495575221239
71	Kirehe	275	28	urban	0.41975	0.021527859237536657	0.0791	0.47962214076246334
72	Kirehe	269	28	rural	0.42430073586367156	0.001	0.0791	0.49559926413632843
72	Kirehe	269	28	urban	0.41975	0.001	0.0791	0.50015
73	Kirehe	265	28	rural	0.4198210530055421	0.001	0.0791	0.5000789469944579
73	Kirehe	265	28	urban	0.41975	0.001	0.0791	0.50015
74	Kirehe	431	28	rural	0.41975	0.001	0.0791	0.50015
74	Kirehe	431	28	urban	0.8395	0.002	0.1582	0.0003
75	Kirehe	274	28	rural	0.42726252086811356	0.001	0.0791	0.49263747913188644
75	Kirehe	274	28	urban	0.41975	0.001	0.0791	0.50015
76	Kirehe	263	28	rural	0.4740245359194206	0.0021237825688837095	0.0791	0.44475168151169564
76	Kirehe	263	28	urban	0.41975	0.05727705627705628	0.0791	0.4438729437229437
77	Kirehe	267	28	rural	0.4745421276347968	0.0044936531966926745	0.07921645510655642	0.4417477640619541
77	Kirehe	267	28	urban	0.41975	0.061	0.0791	0.44015
78	Kirehe	546	28	rural	0.41975	0.001	0.0791	0.50015
78	Kirehe	546	28	urban	0.8395	0.002	0.1582	0.0003
79	Kirehe	272	28	rural	0.5763374730021599	0.0011349892008639308	0.0791	0.3434275377969762
79	Kirehe	272	28	urban	0.41975	0.001	0.0791	0.50015
80	Kirehe	270	28	rural	0.5716574745382358	0.001	0.0791	0.3482425254617642
80	Kirehe	270	28	urban	0.41975	0.001	0.0791	0.50015
81	Kirehe	273	28	rural	0.6453139097744361	0.0010000000000000002	0.07910000000000002	0.27458609022556396
81	Kirehe	273	28	urban	0.41975	0.001	0.0791	0.50015
82	Kirehe	271	28	rural	0.665601881829219	0.001	0.0791	0.254298118170781
82	Kirehe	271	28	urban	0.8395	0.002	0.1582	0.0003
83	Kirehe	266	28	rural	0.713326474453754	0.001	0.0791	0.2065735255462461
83	Kirehe	266	28	urban	0.8395	0.002	0.1582	0.0003
84	Kirehe	276	28	rural	0.539030319857841	0.001	0.0791	0.38086968014215905
84	Kirehe	276	28	urban	0.8395	0.002	0.1582	0.0003
85	Ngoma	320	29	rural	0.4451274838245866	0.00010327821710999281	0.39422714593817393	0.16054209202012942
85	Ngoma	320	29	urban	0.61755	0.0001	0.3806	0.00175
86	Ngoma	330	29	rural	0.5173671567880542	0.0001	0.3806	0.10193284321194576
86	Ngoma	330	29	urban	0.2351	0.0002	0.7612	0.0035
87	Ngoma	328	29	rural	0.3408093340060545	0.0001	0.39037547931382444	0.26871518668012107
87	Ngoma	328	29	urban	0.2351	0.0002	0.7612	0.0035
88	Ngoma	322	29	rural	0.41486845762380115	0.0003935995302407516	0.3806	0.20413794284595813
88	Ngoma	322	29	urban	0.61755	0.0001	0.3806	0.00175
89	Ngoma	331	29	rural	0.4933690826274572	0.0001	0.3806	0.12593091737254275
89	Ngoma	331	29	urban	0.4176810615989515	0.0001	0.3806	0.2016189384010485
90	Ngoma	329	29	rural	0.6052605210420842	0.0001002004008016032	0.3813627254509018	0.013276553106212424
90	Ngoma	329	29	urban	0.2351	0.0002	0.7612	0.0035
91	Ngoma	333	29	rural	0.4155207012487992	0.0001	0.3806	0.20377929875120077
91	Ngoma	333	29	urban	0.5726061797752809	0.0001	0.3806	0.0466938202247191
92	Ngoma	327	29	rural	0.61755	0.0001	0.3806	0.00175
92	Ngoma	327	29	urban	0.2351	0.0002	0.7612	0.0035
93	Ngoma	326	29	rural	0.40373358416196364	0.001626444504165547	0.4058708232553973	0.18876914807847353
93	Ngoma	326	29	urban	0.2351	0.0002	0.7612	0.0035
94	Ngoma	319	29	rural	0.6019265212248652	0.00010353528715994218	0.3955666710474438	0.00240327244053095
94	Ngoma	319	29	urban	0.4922162852112676	0.00011038732394366197	0.42013415492957745	0.08753917253521126
95	Ngoma	321	29	rural	0.5146488213961922	0.0001	0.3806	0.10465117860380779
95	Ngoma	321	29	urban	0.3170573891625616	0.0001	0.3806	0.3022426108374384
96	Ngoma	323	29	rural	0.3317896214239621	0.0001	0.3806	0.28751037857603784
96	Ngoma	323	29	urban	0.11755	0.0001	0.3806	0.50175
97	Ngoma	332	29	rural	0.5773048282641379	0.0001	0.3806	0.041995171735862154
97	Ngoma	332	29	urban	0.5971584828711256	0.0001	0.3806	0.02214151712887439
98	Ngoma	324	29	rural	0.45393928067700984	0.0001	0.3806	0.16536071932299012
98	Ngoma	324	29	urban	0.61755	0.0001	0.3806	0.00175
99	Ngoma	325	29	rural	0.5831464343975763	0.00010899557212770916	0.41483714751806106	0.0019074225122349105
99	Ngoma	325	29	urban	0.2351	0.0002	0.7612	0.0035
100	Nyagatare	381	25	rural	0.39984154367059876	0.0	0.5338476877605011	0.06631076856890017
100	Nyagatare	381	25	urban	0.5094184533660739	0.0	0.4713971397139714	0.01918440691995467
101	Nyagatare	391	25	rural	0.5060851353677568	0.0	0.4752338405196018	0.018681024112641446
101	Nyagatare	391	25	urban	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
102	Nyagatare	376	25	rural	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
102	Nyagatare	376	25	urban	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
103	Nyagatare	371	25	rural	0.4464215901331202	0.0	0.534457869186583	0.01912054068029675
103	Nyagatare	371	25	urban	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
104	Nyagatare	370	25	rural	0.02195502569124837	0.0	0.9378352929632586	0.04020968134549304
104	Nyagatare	370	25	urban	0.02150430086017203	0.0	0.942888577715543	0.035607121424284856
105	Nyagatare	377	25	rural	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
105	Nyagatare	377	25	urban	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
106	Nyagatare	378	25	rural	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
106	Nyagatare	378	25	urban	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
107	Nyagatare	374	25	rural	0.4833388905195029	0.0	0.4713971397139714	0.04526396976652569
107	Nyagatare	374	25	urban	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
108	Nyagatare	380	25	rural	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
108	Nyagatare	380	25	urban	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
109	Nyagatare	382	25	rural	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
109	Nyagatare	382	25	urban	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
110	Nyagatare	373	25	rural	0.5081082329726768	0.0	0.4713971397139714	0.0204946273133518
110	Nyagatare	373	25	urban	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
111	Nyagatare	390	25	rural	0.01201604885251881	0.0	0.644522034815656	0.3434619163318253
111	Nyagatare	390	25	urban	0.02150430086017203	0.0	0.942888577715543	0.035607121424284856
112	Nyagatare	398	25	rural	0.5105059492768085	0.0	0.4716922705451737	0.0178017801780178
112	Nyagatare	398	25	urban	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
113	Nyagatare	388	25	rural	0.49466002119902114	0.0	0.48269588095026417	0.022644097850714705
113	Nyagatare	388	25	urban	0.02150430086017203	0.0	0.942888577715543	0.035607121424284856
114	Nyagatare	397	25	rural	0.3334194450963721	0.0	0.4713971397139714	0.1951834151896565
114	Nyagatare	397	25	urban	0.02150430086017203	0.0	0.942888577715543	0.035607121424284856
115	Nyagatare	385	25	rural	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
115	Nyagatare	385	25	urban	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
116	Nyagatare	394	25	rural	0.5043069241989133	0.0	0.4713971397139714	0.024295936087115205
116	Nyagatare	394	25	urban	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
117	Nyagatare	389	25	rural	0.5083551833444214	0.0	0.47139713971397146	0.020247676941607205
117	Nyagatare	389	25	urban	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
118	Nyagatare	392	25	rural	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
118	Nyagatare	392	25	urban	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
119	Nyagatare	386	25	rural	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
119	Nyagatare	386	25	urban	0.02150430086017203	0.0	0.942888577715543	0.035607121424284856
120	Nyagatare	372	25	rural	0.09344668316960895	0.0	0.6837353416650882	0.22281797516530294
120	Nyagatare	372	25	urban	0.02150430086017203	0.0	0.942888577715543	0.035607121424284856
121	Nyagatare	395	25	rural	0.5096725538046921	0.0	0.4713971397139714	0.018930306481336465
121	Nyagatare	395	25	urban	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
122	Nyagatare	393	25	rural	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
122	Nyagatare	393	25	urban	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
123	Nyagatare	379	25	rural	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
123	Nyagatare	379	25	urban	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
124	Nyagatare	387	25	rural	0.4651569808143605	0.0	0.4713971397139714	0.0634458794716681
124	Nyagatare	387	25	urban	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
125	Nyagatare	384	25	rural	0.5092498503118649	0.0	0.4713971397139714	0.019353009974163823
125	Nyagatare	384	25	urban	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
126	Nyagatare	396	25	rural	0.5087683565104478	0.0	0.4725405467376006	0.018691096751951616
126	Nyagatare	396	25	urban	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
127	Nyagatare	383	25	rural	0.5036803965195381	0.0	0.4713971397139714	0.024922463766490568
127	Nyagatare	383	25	urban	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
128	Nyagatare	375	25	rural	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
128	Nyagatare	375	25	urban	0.5108010801080108	0.0	0.4713971397139714	0.0178017801780178
129	Rwamagana	579	24	rural	0.49298220115925523	0.2626368231512052	0.24402891418926653	0.00035206150027305554
129	Rwamagana	579	24	urban	0.05822791912810121	0.6988342277645542	0.24258787060646972	0.0003499825008749563
130	Rwamagana	581	24	rural	0.2435032757265066	0.5019282062892834	0.24258787060646966	0.011980647377740244
130	Rwamagana	581	24	urban	0.10856123860473642	0.648500908287919	0.24258787060646966	0.0003499825008749562
131	Rwamagana	580	24	rural	0.4818855244715903	0.26686993737056763	0.24258787060646966	0.008656667551372342
131	Rwamagana	580	24	urban	0.268123385377321	0.4874979113676401	0.24258787060646972	0.0017908326485693007
132	Rwamagana	574	24	rural	0.49206777845374716	0.2634626809846745	0.2441173514724795	0.00035218908909879566
132	Rwamagana	574	24	urban	0.4494226566116096	0.30150538373679353	0.24871314019953647	0.00035881945206033705
133	Rwamagana	584	24	rural	0.40947791608630657	0.34549727492754756	0.24258787060646966	0.002436938379676126
133	Rwamagana	584	24	urban	0.2918360010853212	0.4648309086521959	0.24258787060646972	0.0007452196560132467
134	Rwamagana	575	24	rural	0.544921038093605	0.21136162646999584	0.2433662299932926	0.0003511054431065639
134	Rwamagana	575	24	urban	0.540341572391245	0.2103204783992757	0.24897874656604105	0.00035920264343822906
135	Rwamagana	576	24	rural	0.11722298440943012	0.359599383076343	0.24258787060646972	0.2805897619077573
135	Rwamagana	576	24	urban	0.0543972801359932	0.631278939335309	0.24258787060646972	0.0717359099222282
136	Rwamagana	573	24	rural	0.1957583561825754	0.2343620321513776	0.24258787060646966	0.32729174105957726
136	Rwamagana	573	24	urban	0.27260670864761843	0.48445543824503684	0.24258787060646966	0.0003499825008749562
137	Rwamagana	572	24	rural	0.17730780127660284	0.3573696315184241	0.24258787060646972	0.22273469659850342
137	Rwamagana	572	24	urban	0.15402666795362244	0.603035478939033	0.24258787060646972	0.0003499825008749563
138	Rwamagana	565	24	rural	0.17603933406992173	0.5522472731824494	0.2514167293597387	0.02029666338789012
138	Rwamagana	565	24	urban	0.05439728013599319	0.7026648667566621	0.24258787060646966	0.0003499825008749562
139	Rwamagana	583	24	rural	0.5257354899642511	0.20609900734263892	0.24258787060646972	0.02557763208664036
139	Rwamagana	583	24	urban	0.10878912108789121	0.40535946405359463	0.4851514848515149	0.0006999300069993001
140	Rwamagana	570	24	rural	0.0947307267224498	0.5656908847848342	0.24258787060646966	0.09699051788624626
140	Rwamagana	570	24	urban	0.05439728013599319	0.7026648667566621	0.24258787060646966	0.0003499825008749562
141	Rwamagana	569	24	rural	0.2494460452530039	0.46405521076351897	0.24258787060646966	0.04391087337700735
141	Rwamagana	569	24	urban	0.09132217599959787	0.6657399708930574	0.24258787060646966	0.0003499825008749562
142	Rwamagana	317	24	rural	0.34857611958111767	0.3481664626446097	0.24258787060646966	0.0606695471678029
142	Rwamagana	317	24	urban	0.28324541879965737	0.4361925425838871	0.24258787060646972	0.03797416800998585
143	Rwamagana	585	24	rural	0.4374375465803195	0.31962460031233575	0.24258787060646966	0.0003499825008749562
143	Rwamagana	585	24	urban	0.10144674422026367	0.6556154026723917	0.24258787060646972	0.0003499825008749563
144	Rwamagana	571	24	rural	0.2610165640983532	0.2100336825159536	0.24735142758542902	0.2815983258002642
144	Rwamagana	571	24	urban	0.10878912108789121	0.40535946405359463	0.4851514848515149	0.0006999300069993001
145	Rwamagana	578	24	rural	0.22968549180710432	0.36786260928872583	0.2566768247992941	0.14577507410487583
145	Rwamagana	578	24	urban	0.05848426924702811	0.6985778776456273	0.24258787060646972	0.0003499825008749563
146	Rwamagana	582	24	rural	0.3919511381291996	0.22066585476105435	0.2437117454016396	0.14367126170810637
146	Rwamagana	582	24	urban	0.05439728013599319	0.7026648667566621	0.24258787060646966	0.0003499825008749562
147	Rwamagana	577	24	rural	0.5486824043526165	0.20819619811960943	0.24258787060646972	0.0005335269213044487
147	Rwamagana	577	24	urban	0.05439728013599319	0.7026648667566621	0.24258787060646966	0.0003499825008749562
148	Rwamagana	566	24	rural	0.5543722813859306	0.20268986550672463	0.24258787060646966	0.0003499825008749562
148	Rwamagana	566	24	urban	0.1308640450330425	0.6144339841831439	0.24258787060646972	0.012114100177344074
149	Rwamagana	567	24	rural	0.5402201382045738	0.2168420086880816	0.24258787060646972	0.0003499825008749563
149	Rwamagana	567	24	urban	0.2672535214033843	0.489215711168192	0.24258787060646972	0.0009428968219540402
150	Rwamagana	568	24	rural	0.5067556146002223	0.2026898655067247	0.24258787060646972	0.0479666492865833
150	Rwamagana	568	24	urban	0.10878912108789121	0.40535946405359463	0.4851514848515149	0.0006999300069993001
151	Gasabo	82	2	rural	0.03147341833111073	0.918224066543133	0.050302515125756286	0.0
151	Gasabo	82	2	urban	0.0072003600180009	0.9424971248562428	0.050302515125756286	0.0
152	Gasabo	95	2	rural	0.0072003600180009	0.9424971248562428	0.050302515125756286	0.0
152	Gasabo	95	2	urban	0.0072003600180009	0.9424971248562428	0.050302515125756286	0.0
153	Gasabo	318	2	rural	0.010182616486689146	0.9395148683875546	0.050302515125756286	0.0
153	Gasabo	318	2	urban	0.0072003600180009	0.9424971248562428	0.050302515125756286	0.0
154	Gasabo	85	2	rural	0.0144014401440144	0.884988498849885	0.1006100610061006	0.0
154	Gasabo	85	2	urban	0.0072003600180009	0.9424971248562428	0.050302515125756286	0.0
155	Gasabo	99	2	rural	0.32366969195331524	0.6260277929209285	0.050302515125756286	0.0
155	Gasabo	99	2	urban	0.02893589912979617	0.9207615857444476	0.050302515125756286	0.0
156	Gasabo	87	2	rural	0.2502680689590035	0.6994294159152402	0.050302515125756286	0.0
156	Gasabo	87	2	urban	0.035993133750188075	0.9137043511240557	0.050302515125756286	0.0
157	Gasabo	96	2	rural	0.2063870134608694	0.7433104714133744	0.050302515125756286	0.0
157	Gasabo	96	2	urban	0.0072003600180009	0.9424971248562428	0.050302515125756286	0.0
158	Gasabo	92	2	rural	0.0144014401440144	0.884988498849885	0.1006100610061006	0.0
158	Gasabo	92	2	urban	0.0072003600180009	0.9424971248562428	0.050302515125756286	0.0
159	Gasabo	93	2	rural	0.0072003600180009	0.9424971248562428	0.050302515125756286	0.0
159	Gasabo	93	2	urban	0.0072003600180009	0.9424971248562428	0.050302515125756286	0.0
160	Gasabo	3	2	rural	0.4016283333167744	0.5480691515574694	0.050302515125756286	0.0
160	Gasabo	3	2	urban	0.007310134990832965	0.9423873498834107	0.050302515125756286	0.0
161	Gasabo	79	2	rural	0.0072003600180009	0.9424971248562428	0.050302515125756286	0.0
161	Gasabo	79	2	urban	0.0072003600180009	0.9424971248562428	0.050302515125756286	0.0
162	Gasabo	77	2	rural	0.0072003600180009	0.9424971248562428	0.050302515125756286	0.0
162	Gasabo	77	2	urban	0.0072003600180009	0.9424971248562428	0.050302515125756286	0.0
163	Gasabo	94	2	rural	0.2112921972629244	0.7384052876113193	0.050302515125756286	0.0
163	Gasabo	94	2	urban	0.0072003600180009	0.9424971248562428	0.050302515125756286	0.0
164	Gasabo	74	2	rural	0.0072003600180009	0.9424971248562428	0.050302515125756286	0.0
164	Gasabo	74	2	urban	0.0072003600180009	0.9424971248562428	0.050302515125756286	0.0
165	Gasabo	97	2	rural	0.41685939718672677	0.532838087687517	0.050302515125756286	0.0
165	Gasabo	97	2	urban	0.009230094141199853	0.9404673907330439	0.050302515125756286	0.0
166	Gasabo	88	2	rural	0.3062834008950352	0.5762749339444911	0.050302515125756286	0.06713915003471742
166	Gasabo	88	2	urban	0.0336917508127062	0.9110385982875303	0.050302515125756286	0.004967135774007244
167	Gasabo	84	2	rural	0.3421339713066413	0.6075635135676024	0.050302515125756286	0.0
167	Gasabo	84	2	urban	0.0072003600180009	0.9424971248562428	0.050302515125756286	0.0
168	Gasabo	86	2	rural	0.36265135420485717	0.5870461306693865	0.050302515125756286	0.0
168	Gasabo	86	2	urban	0.01574779593680539	0.9339496889374383	0.050302515125756286	0.0
169	Gasabo	98	2	rural	0.48836094245174416	0.46133654242249955	0.050302515125756286	0.0
169	Gasabo	98	2	urban	0.02958953917845146	0.9201079456957924	0.050302515125756286	0.0
170	Gasabo	76	2	rural	0.016370182047397944	0.8561929175207411	0.05030251512575628	0.07713438530610456
170	Gasabo	76	2	urban	0.0072003600180009	0.9424971248562428	0.050302515125756286	0.0
171	Gasabo	587	2	rural	0.3671489732335706	0.5825485116406731	0.050302515125756286	0.0
171	Gasabo	587	2	urban	0.026713530798491144	0.9229839540757525	0.050302515125756286	0.0
172	Gasabo	75	2	rural	0.16215555250397534	0.7875419323702684	0.050302515125756286	0.0
172	Gasabo	75	2	urban	0.018182606301696113	0.9315148785725476	0.05030251512575628	0.0
173	Gasabo	71	2	rural	0.0072003600180009	0.9424971248562428	0.050302515125756286	0.0
173	Gasabo	71	2	urban	0.0072003600180009	0.9424971248562428	0.050302515125756286	0.0
174	Gasabo	73	2	rural	0.0072003600180009	0.9424971248562428	0.050302515125756286	0.0
174	Gasabo	73	2	urban	0.0072003600180009	0.9424971248562428	0.050302515125756286	0.0
175	Gasabo	68	2	rural	0.0072003600180009	0.6740955983636427	0.050302515125756286	0.2684015264926001
175	Gasabo	68	2	urban	0.0072003600180009	0.9424971248562428	0.050302515125756286	0.0
176	Gasabo	89	2	rural	0.0144014401440144	0.884988498849885	0.1006100610061006	0.0
176	Gasabo	89	2	urban	0.0072003600180009	0.9424971248562428	0.050302515125756286	0.0
177	Gasabo	67	2	rural	0.0144014401440144	0.884988498849885	0.1006100610061006	0.0
177	Gasabo	67	2	urban	0.0072003600180009	0.9424971248562428	0.050302515125756286	0.0
178	Gasabo	70	2	rural	0.0072003600180009	0.5377149809871445	0.050302515125756286	0.4047821438690982
178	Gasabo	70	2	urban	0.0072003600180009	0.9424971248562428	0.050302515125756286	0.0
179	Gasabo	91	2	rural	0.2991366214577559	0.5627351747024316	0.050302515125756286	0.08782568871405627
179	Gasabo	91	2	urban	0.17208590490874237	0.7760777609432619	0.050302515125756286	0.0015338190222394556
