DemandArea_Id	Region	ElArea_Id	LpgArea_Id	Area_Type	E_Elast_Demand	Invest_Cap	Will_Pay	Change_Fact	Better_Fact	Worse_Fact	Social_Weight	Health	Time_Gender	Emissions	Deforestation	SocClust_5_Electricity_Weight	SocClust_5_CookingHeating_Weight	SocClust_5_SCP_SocClust_Id	SocClust_5_SCP_SocClust_Name	SocClust_5_SCP_Is_Urban	SocClust_5_SCP_Elasticity	SocClust_5_SCP_Budget	SocClust_5_SCP_WTP	SocClust_5_SCP_Penalty	SocClust_5_SCP_Better	SocClust_5_SCP_Worse	SocClust_5_SCP_Social_weight	SocClust_5_SCP_Health	SocClust_5_SCP_Time_gender	SocClust_5_SCP_Emissions	SocClust_5_SCP_Deforestation	SocClust_4_Electricity_Weight	SocClust_4_CookingHeating_Weight	SocClust_4_SCP_SocClust_Id	SocClust_4_SCP_SocClust_Name	SocClust_4_SCP_Is_Urban	SocClust_4_SCP_Elasticity	SocClust_4_SCP_Budget	SocClust_4_SCP_WTP	SocClust_4_SCP_Penalty	SocClust_4_SCP_Better	SocClust_4_SCP_Worse	SocClust_4_SCP_Social_weight	SocClust_4_SCP_Health	SocClust_4_SCP_Time_gender	SocClust_4_SCP_Emissions	SocClust_4_SCP_Deforestation	SocClust_3_Electricity_Weight	SocClust_3_CookingHeating_Weight	SocClust_3_SCP_SocClust_Id	SocClust_3_SCP_SocClust_Name	SocClust_3_SCP_Is_Urban	SocClust_3_SCP_Elasticity	SocClust_3_SCP_Budget	SocClust_3_SCP_WTP	SocClust_3_SCP_Penalty	SocClust_3_SCP_Better	SocClust_3_SCP_Worse	SocClust_3_SCP_Social_weight	SocClust_3_SCP_Health	SocClust_3_SCP_Time_gender	SocClust_3_SCP_Emissions	SocClust_3_SCP_Deforestation	SocClust_2_Electricity_Weight	SocClust_2_CookingHeating_Weight	SocClust_2_SCP_SocClust_Id	SocClust_2_SCP_SocClust_Name	SocClust_2_SCP_Is_Urban	SocClust_2_SCP_Elasticity	SocClust_2_SCP_Budget	SocClust_2_SCP_WTP	SocClust_2_SCP_Penalty	SocClust_2_SCP_Better	SocClust_2_SCP_Worse	SocClust_2_SCP_Social_weight	SocClust_2_SCP_Health	SocClust_2_SCP_Time_gender	SocClust_2_SCP_Emissions	SocClust_2_SCP_Deforestation	SocClust_1_Electricity_Weight	SocClust_1_CookingHeating_Weight	SocClust_1_SCP_SocClust_Id	SocClust_1_SCP_SocClust_Name	SocClust_1_SCP_Is_Urban	SocClust_1_SCP_Elasticity	SocClust_1_SCP_Budget	SocClust_1_SCP_WTP	SocClust_1_SCP_Penalty	SocClust_1_SCP_Better	SocClust_1_SCP_Worse	SocClust_1_SCP_Social_weight	SocClust_1_SCP_Health	SocClust_1_SCP_Time_gender	SocClust_1_SCP_Emissions	SocClust_1_SCP_Deforestation	SocClust_9_Electricity_Weight	SocClust_9_CookingHeating_Weight	SocClust_9_SCP_SocClust_Id	SocClust_9_SCP_SocClust_Name	SocClust_9_SCP_Is_Urban	SocClust_9_SCP_Elasticity	SocClust_9_SCP_Budget	SocClust_9_SCP_WTP	SocClust_9_SCP_Penalty	SocClust_9_SCP_Better	SocClust_9_SCP_Worse	SocClust_9_SCP_Social_weight	SocClust_9_SCP_Health	SocClust_9_SCP_Time_gender	SocClust_9_SCP_Emissions	SocClust_9_SCP_Deforestation	SocClust_8_Electricity_Weight	SocClust_8_CookingHeating_Weight	SocClust_8_SCP_SocClust_Id	SocClust_8_SCP_SocClust_Name	SocClust_8_SCP_Is_Urban	SocClust_8_SCP_Elasticity	SocClust_8_SCP_Budget	SocClust_8_SCP_WTP	SocClust_8_SCP_Penalty	SocClust_8_SCP_Better	SocClust_8_SCP_Worse	SocClust_8_SCP_Social_weight	SocClust_8_SCP_Health	SocClust_8_SCP_Time_gender	SocClust_8_SCP_Emissions	SocClust_8_SCP_Deforestation	SocClust_10_Electricity_Weight	SocClust_10_CookingHeating_Weight	SocClust_10_SCP_SocClust_Id	SocClust_10_SCP_SocClust_Name	SocClust_10_SCP_Is_Urban	SocClust_10_SCP_Elasticity	SocClust_10_SCP_Budget	SocClust_10_SCP_WTP	SocClust_10_SCP_Penalty	SocClust_10_SCP_Better	SocClust_10_SCP_Worse	SocClust_10_SCP_Social_weight	SocClust_10_SCP_Health	SocClust_10_SCP_Time_gender	SocClust_10_SCP_Emissions	SocClust_10_SCP_Deforestation	SocClust_7_Electricity_Weight	SocClust_7_CookingHeating_Weight	SocClust_7_SCP_SocClust_Id	SocClust_7_SCP_SocClust_Name	SocClust_7_SCP_Is_Urban	SocClust_7_SCP_Elasticity	SocClust_7_SCP_Budget	SocClust_7_SCP_WTP	SocClust_7_SCP_Penalty	SocClust_7_SCP_Better	SocClust_7_SCP_Worse	SocClust_7_SCP_Social_weight	SocClust_7_SCP_Health	SocClust_7_SCP_Time_gender	SocClust_7_SCP_Emissions	SocClust_7_SCP_Deforestation	SocClust_6_Electricity_Weight	SocClust_6_CookingHeating_Weight	SocClust_6_SCP_SocClust_Id	SocClust_6_SCP_SocClust_Name	SocClust_6_SCP_Is_Urban	SocClust_6_SCP_Elasticity	SocClust_6_SCP_Budget	SocClust_6_SCP_WTP	SocClust_6_SCP_Penalty	SocClust_6_SCP_Better	SocClust_6_SCP_Worse	SocClust_6_SCP_Social_weight	SocClust_6_SCP_Health	SocClust_6_SCP_Time_gender	SocClust_6_SCP_Emissions	SocClust_6_SCP_Deforestation
213	Nyarugenge	460	1	rural	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0																																																																																																																																																																
213	Nyarugenge	460	1	urban	0.2999999999999983	25.000000000000295	0.10000000000000121	0.3000000000000036	4.000000000000048	6.000000000000072	0.3500000000000042	0.20000000000000243	0.7000000000000084	0.050000000000000606	0.050000000000000606																																																																																	30425.325000000445	1517615.211000017	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	4346.475000000005	216802.17299999984	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	897053.9999999985	4647582.717000081	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	2629069.5	2421261.2430000002	7.0	com_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	13707832.5	3357700.8809999973	6.0	adm_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05
214	Nyarugenge	454	1	rural	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0																																																																																																																																																																
214	Nyarugenge	454	1	urban	0.3000000000000001	25.000000000000416	0.10000000000000166	0.30000000000000493	4.000000000000066	6.0000000000000995	0.35000000000000575	0.20000000000000331	0.7000000000000115	0.05000000000000083	0.05000000000000083																																																																																	132110.92499999123	6589692.938999644	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	17787.67499999994	887249.2289999976	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	2468067.299999936	13478172.065999929	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	3226618.5	2525107.662	7.0	com_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	18823158.75	3937965.520499995	6.0	adm_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05
215	Nyarugenge	450	1	rural	0.300000000000001	19.999999999999986	0.06999999999999995	0.19999999999999987	3.9999999999999973	5.999999999999996	0.34999999999999976	0.19999999999999987	0.6999999999999995	0.04999999999999997	0.04999999999999997	44487.44999999996	256883.2469999998	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	6355.349999999985	317004.85800000065	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1570.575000000001	78340.28099999994	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																	54787.5	27328.005	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
215	Nyarugenge	450	1	urban	0.29999999999999666	24.999999999999165	0.09999999999999669	0.29999999999998994	3.9999999999998663	5.999999999999799	0.34999999999998826	0.19999999999999338	0.6999999999999765	0.049999999999998344	0.049999999999998344																																																																																	137516.62499999037	6859329.254999587	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	29804.40000000042	1486643.4720000154	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1755610.6499999487	9532008.143999754	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	2973135.0	2164377.995999999	7.0	com_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	9947583.75	3267518.464499999	6.0	adm_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05
216	Nyarugenge	456	1	rural	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0																																																																																																																																																																
216	Nyarugenge	456	1	urban	0.29999999999999966	24.999999999999538	0.09999999999999813	0.2999999999999943	3.999999999999926	5.999999999999888	0.3499999999999935	0.19999999999999626	0.699999999999987	0.049999999999999066	0.049999999999999066																																																																																	25238.775000000238	1258910.0970000047	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	5624.849999999992	280567.5180000001	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	366126.600000003	2014984.9020000198	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	238143.0	142105.62600000002	7.0	com_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1546833.75	327025.1265000001	6.0	adm_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05
217	Nyarugenge	455	1	rural	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0																																																																																																																																																																
217	Nyarugenge	455	1	urban	0.2999999999999934	24.99999999999953	0.09999999999999812	0.2999999999999943	3.999999999999924	5.999999999999887	0.34999999999999337	0.19999999999999624	0.6999999999999867	0.04999999999999906	0.04999999999999906																																																																																	53874.375000001375	2687253.825000072	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	13295.099999999917	663159.5880000014	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1545007.4999999676	8203867.100999795	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	4962286.5	3472478.5019999994	7.0	com_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	11638691.25	5608617.559500002	6.0	adm_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05
218	Nyarugenge	461	1	rural	0.3	20.000000000000007	0.07000000000000002	0.20000000000000004	4.000000000000001	6.000000000000002	0.3500000000000001	0.20000000000000004	0.7000000000000002	0.05000000000000001	0.05000000000000001	4748.249999999999	25506.137999999995	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1278.3750000000002	63765.34499999996	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	255.675	12753.069	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																																																
218	Nyarugenge	461	1	urban	0.2999999999999993	24.999999999999517	0.09999999999999805	0.29999999999999416	3.9999999999999227	5.999999999999884	0.3499999999999932	0.1999999999999961	0.6999999999999864	0.049999999999999024	0.049999999999999024																																																																																	26553.67500000029	1324497.3090000078	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	4090.800000000007	204049.10399999985	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	360501.7500000028	1989478.764000016	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	162901.5	116599.488	7.0	com_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	115053.75	483705.6885	6.0	adm_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05
219	Nyarugenge	479	1	rural	0.30000000000000215	19.999999999999808	0.06999999999999933	0.1999999999999981	3.9999999999999614	5.999999999999942	0.3499999999999966	0.1999999999999981	0.6999999999999932	0.049999999999999524	0.049999999999999524	95987.69999999974	541094.4990000023	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	16838.024999999903	839880.6869999984	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	2337.6000000000026	116599.48799999991	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																																																
219	Nyarugenge	479	1	urban	0.29999999999999793	24.999999999999748	0.09999999999999898	0.29999999999999694	3.999999999999959	5.99999999999994	0.3499999999999964	0.19999999999999796	0.6999999999999929	0.04999999999999949	0.04999999999999949																																																																																	108004.42499999507	5387260.718999894	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	25056.15000000023	1249800.7620000043	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1034022.7499999845	5686046.907000002	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1584454.5	1235225.8259999997	7.0	com_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	12840363.75	910022.5664999997	6.0	adm_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05
220	Nyarugenge	449	1	rural	0.30000000000003224	20.00000000000175	0.07000000000000613	0.20000000000001755	4.000000000000351	6.000000000000526	0.3500000000000307	0.20000000000001755	0.7000000000000614	0.05000000000000439	0.05000000000000439	407253.75000000634	2357495.898000044	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	83642.24999999895	4172075.4300001417	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	13441.199999999915	670447.0560000013	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	87660.0	71052.81300000001	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1647277.5	92915.21699999999	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
220	Nyarugenge	449	1	urban	0.2999999999999978	24.99999999999966	0.09999999999999863	0.2999999999999959	3.9999999999999454	5.999999999999918	0.3499999999999952	0.19999999999999726	0.6999999999999904	0.049999999999999316	0.049999999999999316																																																																																	49564.4250000012	2472273.519000062	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	6939.749999999979	346154.7300000011	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	241795.5000000024	1411946.9250000096	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05																	27393.75	13664.0025	6.0	adm_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05
221	Nyarugenge	453	1	rural	0.3000000000000039	19.99999999999976	0.06999999999999916	0.1999999999999976	3.9999999999999516	5.999999999999928	0.3499999999999958	0.1999999999999976	0.6999999999999916	0.0499999999999994	0.0499999999999994	88317.44999999972	502835.2920000025	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	17860.724999999944	890892.9629999975	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	4200.375000000006	209514.70499999984	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																	27393.75	13664.0025	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
221	Nyarugenge	453	1	urban	0.29999999999999477	25.000000000001858	0.10000000000000744	0.30000000000002236	4.0000000000002975	6.000000000000447	0.350000000000026	0.2000000000000149	0.700000000000052	0.05000000000000372	0.05000000000000372																																																																																	72063.8250000008	3594543.5910001146	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	18408.599999999966	918220.9679999971	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	517194.00000000605	2891302.9290000666	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05																	60266.25	30060.805500000002	6.0	adm_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05
222	Nyarugenge	451	1	rural	0.29999999999998317	20.000000000000753	0.07000000000000266	0.20000000000000753	4.000000000000151	6.0000000000002265	0.35000000000001313	0.20000000000000753	0.7000000000000263	0.05000000000000188	0.05000000000000188	267436.05000000296	1532190.1470000162	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	63991.80000000178	3191910.9840000956	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	11651.474999999933	581175.5730000028	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																	115053.75	57388.81050000001	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
222	Nyarugenge	451	1	urban	0.2999999999999843	24.999999999999783	0.09999999999999916	0.2999999999999974	3.9999999999999662	5.999999999999949	0.349999999999997	0.19999999999999832	0.699999999999994	0.04999999999999958	0.04999999999999958																																																																																	120569.02499999307	6013982.966999764	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	29110.425000000392	1452027.9990000138	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	526179.1500000088	3006080.550000071	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	54787.5	18218.670000000002	7.0	com_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	104096.25	51923.209500000004	6.0	adm_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05
223	Nyarugenge	279	1	rural	0.30000000000000904	19.999999999999662	0.06999999999999883	0.19999999999999665	3.999999999999933	5.999999999999898	0.3499999999999941	0.19999999999999665	0.6999999999999882	0.04999999999999916	0.04999999999999916	238508.25000000154	1335428.5110000062	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	40360.12500000084	2013163.0350000402	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	4090.800000000007	204049.10399999985	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	7305.0	0.0	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1554138.75	46457.6085	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
223	Nyarugenge	279	1	urban	0.29999999999998433	25.00000000000063	0.1000000000000025	0.3000000000000075	4.0000000000001	6.000000000000151	0.35000000000000875	0.200000000000005	0.7000000000000175	0.05000000000000125	0.05000000000000125																																																																																	116660.84999999369	5819043.197999804	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	16984.12499999991	847168.1549999983	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	2167977.8999999533	11508733.838999948	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	843727.5	818018.283	7.0	com_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	4914438.75	1117715.4044999997	6.0	adm_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05
224	Nyarugenge	462	1	rural	0.2999999999999807	20.000000000001574	0.0700000000000055	0.20000000000001575	4.000000000000314	6.0000000000004725	0.3500000000000275	0.20000000000001575	0.700000000000055	0.05000000000000394	0.05000000000000394	360063.45000000455	2044134.774000029	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	87696.5249999983	4374302.667000106	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	14829.149999999901	739678.0020000001	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																	49308.75	24595.2045	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
224	Nyarugenge	462	1	urban	0.30000000000000915	25.00000000000037	0.1000000000000015	0.3000000000000045	4.000000000000059	6.00000000000009	0.35000000000000525	0.200000000000003	0.7000000000000105	0.05000000000000075	0.05000000000000075																																																																																	45546.67500000104	2271868.1490000524	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	18372.074999999964	916399.1009999971	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	310316.4000000024	1727129.9160000135	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	54787.5	18218.670000000002	7.0	com_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1623536.25	245041.11150000003	6.0	adm_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05
225	Burera	30	22	rural	0.2999999999999797	20.000000000001407	0.07000000000000495	0.20000000000001406	4.000000000000282	6.000000000000422	0.3500000000000246	0.20000000000001406	0.7000000000000492	0.050000000000003514	0.050000000000003514	114542.39999999943	670447.0560000016	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	84555.3749999988	4217622.105000138	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	26991.975000000308	1346359.7130000088	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																	180798.75	90182.4165	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
225	Burera	30	22	urban	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0																																																																																																																																																																
226	Burera	32	22	rural	0.2999999999999339	19.99999999999813	0.06999999999999347	0.19999999999998128	3.9999999999996265	5.99999999999944	0.34999999999996734	0.19999999999998128	0.6999999999999347	0.04999999999999532	0.04999999999999532	342458.4000000054	2020450.5030000315	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	206987.1749999793	10324520.288999854	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	71515.95000000088	3567215.5860001133	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1493872.5	16396.803000000004	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	3645195.0	360729.6660000001	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
226	Burera	32	22	urban	0.29999999999999954	25.000000000000007	0.10000000000000005	0.30000000000000004	4.000000000000001	6.000000000000001	0.35000000000000003	0.2000000000000001	0.7000000000000001	0.050000000000000024	0.050000000000000024																																																																																	2739.3750000000036	136640.0249999999	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	657.4499999999998	32793.605999999985	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	5332.649999999999	29149.871999999992	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	54787.5	18218.670000000002	7.0	com_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05																
227	Burera	36	22	rural	0.2999999999999899	19.99999999999799	0.06999999999999298	0.19999999999997997	3.999999999999599	5.999999999999398	0.3499999999999649	0.19999999999997997	0.6999999999999298	0.04999999999999499	0.04999999999999499	327044.8500000054	1920247.8180000288	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	172324.94999998482	8595568.50599933	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	48651.30000000117	2426726.8440000596	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	54787.5	18218.670000000002	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	478477.5	566600.6370000001	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
