DemandArea_Id	Region	ElArea_Id	LpgArea_Id	Area_Type	E_Elast_Demand	Invest_Cap	Will_Pay	Change_Fact	Better_Fact	Worse_Fact	Social_Weight	Health	Time_Gender	Emissions	Deforestation	SocClust_5_Electricity_Weight	SocClust_5_CookingHeating_Weight	SocClust_5_SCP_SocClust_Id	SocClust_5_SCP_SocClust_Name	SocClust_5_SCP_Is_Urban	SocClust_5_SCP_Elasticity	SocClust_5_SCP_Budget	SocClust_5_SCP_WTP	SocClust_5_SCP_Penalty	SocClust_5_SCP_Better	SocClust_5_SCP_Worse	SocClust_5_SCP_Social_weight	SocClust_5_SCP_Health	SocClust_5_SCP_Time_gender	SocClust_5_SCP_Emissions	SocClust_5_SCP_Deforestation	SocClust_4_Electricity_Weight	SocClust_4_CookingHeating_Weight	SocClust_4_SCP_SocClust_Id	SocClust_4_SCP_SocClust_Name	SocClust_4_SCP_Is_Urban	SocClust_4_SCP_Elasticity	SocClust_4_SCP_Budget	SocClust_4_SCP_WTP	SocClust_4_SCP_Penalty	SocClust_4_SCP_Better	SocClust_4_SCP_Worse	SocClust_4_SCP_Social_weight	SocClust_4_SCP_Health	SocClust_4_SCP_Time_gender	SocClust_4_SCP_Emissions	SocClust_4_SCP_Deforestation	SocClust_3_Electricity_Weight	SocClust_3_CookingHeating_Weight	SocClust_3_SCP_SocClust_Id	SocClust_3_SCP_SocClust_Name	SocClust_3_SCP_Is_Urban	SocClust_3_SCP_Elasticity	SocClust_3_SCP_Budget	SocClust_3_SCP_WTP	SocClust_3_SCP_Penalty	SocClust_3_SCP_Better	SocClust_3_SCP_Worse	SocClust_3_SCP_Social_weight	SocClust_3_SCP_Health	SocClust_3_SCP_Time_gender	SocClust_3_SCP_Emissions	SocClust_3_SCP_Deforestation	SocClust_2_Electricity_Weight	SocClust_2_CookingHeating_Weight	SocClust_2_SCP_SocClust_Id	SocClust_2_SCP_SocClust_Name	SocClust_2_SCP_Is_Urban	SocClust_2_SCP_Elasticity	SocClust_2_SCP_Budget	SocClust_2_SCP_WTP	SocClust_2_SCP_Penalty	SocClust_2_SCP_Better	SocClust_2_SCP_Worse	SocClust_2_SCP_Social_weight	SocClust_2_SCP_Health	SocClust_2_SCP_Time_gender	SocClust_2_SCP_Emissions	SocClust_2_SCP_Deforestation	SocClust_1_Electricity_Weight	SocClust_1_CookingHeating_Weight	SocClust_1_SCP_SocClust_Id	SocClust_1_SCP_SocClust_Name	SocClust_1_SCP_Is_Urban	SocClust_1_SCP_Elasticity	SocClust_1_SCP_Budget	SocClust_1_SCP_WTP	SocClust_1_SCP_Penalty	SocClust_1_SCP_Better	SocClust_1_SCP_Worse	SocClust_1_SCP_Social_weight	SocClust_1_SCP_Health	SocClust_1_SCP_Time_gender	SocClust_1_SCP_Emissions	SocClust_1_SCP_Deforestation	SocClust_9_Electricity_Weight	SocClust_9_CookingHeating_Weight	SocClust_9_SCP_SocClust_Id	SocClust_9_SCP_SocClust_Name	SocClust_9_SCP_Is_Urban	SocClust_9_SCP_Elasticity	SocClust_9_SCP_Budget	SocClust_9_SCP_WTP	SocClust_9_SCP_Penalty	SocClust_9_SCP_Better	SocClust_9_SCP_Worse	SocClust_9_SCP_Social_weight	SocClust_9_SCP_Health	SocClust_9_SCP_Time_gender	SocClust_9_SCP_Emissions	SocClust_9_SCP_Deforestation	SocClust_8_Electricity_Weight	SocClust_8_CookingHeating_Weight	SocClust_8_SCP_SocClust_Id	SocClust_8_SCP_SocClust_Name	SocClust_8_SCP_Is_Urban	SocClust_8_SCP_Elasticity	SocClust_8_SCP_Budget	SocClust_8_SCP_WTP	SocClust_8_SCP_Penalty	SocClust_8_SCP_Better	SocClust_8_SCP_Worse	SocClust_8_SCP_Social_weight	SocClust_8_SCP_Health	SocClust_8_SCP_Time_gender	SocClust_8_SCP_Emissions	SocClust_8_SCP_Deforestation	SocClust_10_Electricity_Weight	SocClust_10_CookingHeating_Weight	SocClust_10_SCP_SocClust_Id	SocClust_10_SCP_SocClust_Name	SocClust_10_SCP_Is_Urban	SocClust_10_SCP_Elasticity	SocClust_10_SCP_Budget	SocClust_10_SCP_WTP	SocClust_10_SCP_Penalty	SocClust_10_SCP_Better	SocClust_10_SCP_Worse	SocClust_10_SCP_Social_weight	SocClust_10_SCP_Health	SocClust_10_SCP_Time_gender	SocClust_10_SCP_Emissions	SocClust_10_SCP_Deforestation	SocClust_7_Electricity_Weight	SocClust_7_CookingHeating_Weight	SocClust_7_SCP_SocClust_Id	SocClust_7_SCP_SocClust_Name	SocClust_7_SCP_Is_Urban	SocClust_7_SCP_Elasticity	SocClust_7_SCP_Budget	SocClust_7_SCP_WTP	SocClust_7_SCP_Penalty	SocClust_7_SCP_Better	SocClust_7_SCP_Worse	SocClust_7_SCP_Social_weight	SocClust_7_SCP_Health	SocClust_7_SCP_Time_gender	SocClust_7_SCP_Emissions	SocClust_7_SCP_Deforestation	SocClust_6_Electricity_Weight	SocClust_6_CookingHeating_Weight	SocClust_6_SCP_SocClust_Id	SocClust_6_SCP_SocClust_Name	SocClust_6_SCP_Is_Urban	SocClust_6_SCP_Elasticity	SocClust_6_SCP_Budget	SocClust_6_SCP_WTP	SocClust_6_SCP_Penalty	SocClust_6_SCP_Better	SocClust_6_SCP_Worse	SocClust_6_SCP_Social_weight	SocClust_6_SCP_Health	SocClust_6_SCP_Time_gender	SocClust_6_SCP_Emissions	SocClust_6_SCP_Deforestation
41	Gatsibo	114	26	rural	0.29999999999999966	19.999999999999908	0.06999999999999969	0.19999999999999907	3.9999999999999813	5.999999999999972	0.34999999999999837	0.19999999999999907	0.6999999999999967	0.04999999999999977	0.04999999999999977	3798.599999999999	23684.270999999993	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	3250.725000000005	162146.16299999988	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1022.6999999999996	51012.27599999997	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	730500.0	145749.36000000002	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																																
41	Gatsibo	114	26	urban	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0																																																																																																																																																																
42	Gatsibo	101	26	rural	0.30000000000001004	19.99999999999965	0.06999999999999879	0.19999999999999651	3.999999999999931	5.999999999999896	0.34999999999999387	0.19999999999999651	0.6999999999999877	0.04999999999999913	0.04999999999999913	118779.29999999951	683200.1250000007	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	46642.42500000109	2326524.159000055	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	24106.500000000193	1202432.220000002	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																	38351.25	19129.6035	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
42	Gatsibo	101	26	urban	0.2999999999999989	24.999999999999893	0.0999999999999996	0.2999999999999987	3.999999999999983	5.999999999999974	0.3499999999999985	0.1999999999999992	0.699999999999997	0.0499999999999998	0.0499999999999998																																																																																	3433.3500000000054	171255.49799999988	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	4346.475000000005	216802.17299999984	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	8546.849999999997	49190.40899999997	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	7305.0	0.0	7.0	com_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	942345.0	142105.62600000002	6.0	adm_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05
43	Gatsibo	112	26	rural	0.30000000000000043	19.99999999999844	0.06999999999999457	0.1999999999999845	3.999999999999689	5.999999999999532	0.3499999999999727	0.1999999999999845	0.6999999999999454	0.049999999999996124	0.049999999999996124	342896.700000005	1987656.8970000315	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	146501.77499998893	7307508.536999494	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	66658.12500000166	3324907.275000102	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	763372.5	162146.16300000003	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1703891.25	263259.7815	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
43	Gatsibo	112	26	urban	0.30000000000000493	25.000000000000554	0.10000000000000223	0.3000000000000066	4.000000000000089	6.000000000000133	0.35000000000000775	0.20000000000000445	0.7000000000000155	0.05000000000000111	0.05000000000000111																																																																																	44487.450000001	2219034.00600005	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	34150.87500000059	1703445.6450000256	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	155012.09999999986	892714.8299999994	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	745110.0	145749.36000000002	7.0	com_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	3108277.5	92915.217	6.0	adm_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05
44	Gatsibo	107	26	rural	0.3000000000000433	19.99999999999918	0.06999999999999713	0.1999999999999918	3.9999999999998357	5.999999999999754	0.3499999999999856	0.1999999999999918	0.6999999999999712	0.04999999999999795	0.04999999999999795	302646.1500000041	1781785.9260000233	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	130503.82499999148	6509530.79099966	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	59280.07500000159	2956890.1410000846	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	730500.0	145749.36000000002	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	180798.75	90182.4165	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
44	Gatsibo	107	26	urban	0.2999999999999998	25.000000000000004	0.10000000000000002	0.30000000000000004	4.000000000000001	6.000000000000001	0.35000000000000003	0.20000000000000004	0.7000000000000001	0.05000000000000001	0.05000000000000001																																																																																	620.9249999999998	30971.738999999987	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	146.1	7287.468	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1680.15	9109.335	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																
45	Gatsibo	116	26	rural	0.3000000000000008	19.999999999999854	0.0699999999999995	0.19999999999999854	3.9999999999999702	5.999999999999956	0.3499999999999974	0.19999999999999854	0.6999999999999948	0.049999999999999635	0.049999999999999635	7231.949999999997	43724.807999999975	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	4967.399999999999	247773.9119999998	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	3652.500000000006	182186.69999999987	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	730.5	14574.936	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																																
45	Gatsibo	116	26	urban	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0																																																																																																																																																																
46	Gatsibo	105	26	rural	0.3000000000000057	19.99999999999989	0.06999999999999962	0.19999999999999893	3.9999999999999782	5.999999999999967	0.34999999999999803	0.19999999999999893	0.6999999999999961	0.04999999999999973	0.04999999999999973	14902.200000000008	87449.61599999995	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	10519.199999999944	524697.6960000037	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	6318.824999999985	315182.9910000006	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1461000.0	437248.0800000001	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																																
46	Gatsibo	105	26	urban	0.3000000000000001	25.000000000000004	0.10000000000000003	0.30000000000000004	4.000000000000001	6.000000000000001	0.35000000000000003	0.20000000000000007	0.7000000000000001	0.05000000000000002	0.05000000000000002																																																																																	146.1	7287.468	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	292.2	14574.936	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																
47	Gatsibo	113	26	rural	0.29999999999999905	19.999999999999872	0.06999999999999956	0.1999999999999987	3.9999999999999742	5.999999999999961	0.3499999999999977	0.1999999999999987	0.6999999999999954	0.04999999999999968	0.04999999999999968	12856.800000000003	74696.54699999996	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	5697.899999999991	284211.25200000015	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	2739.3750000000036	136640.0249999999	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																																																
47	Gatsibo	113	26	urban	0.30000000000000016	25.000000000000004	0.10000000000000002	0.3	4.0	6.0	0.35	0.20000000000000004	0.7	0.05000000000000001	0.05000000000000001																																																																																	1095.7499999999998	54656.009999999966	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1497.5250000000008	74696.54699999995	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	2483.7	12753.069	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																
48	Kayonza	231	27	rural	0.2999999999999852	20.0000000000012	0.0700000000000042	0.20000000000001203	4.00000000000024	6.000000000000361	0.350000000000021	0.20000000000001203	0.700000000000042	0.05000000000000301	0.05000000000000301	173493.75000000073	998383.115999997	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	75204.9750000003	3751224.153000122	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	24581.32500000021	1226116.4910000032	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	47482.5	16396.803000000004	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	575268.75	122976.02249999999	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
48	Kayonza	231	27	urban	0.3	25.00000000000001	0.10000000000000005	0.30000000000000016	4.000000000000002	6.000000000000001	0.3500000000000001	0.2000000000000001	0.7000000000000002	0.050000000000000024	0.050000000000000024																																																																																	620.9249999999998	30971.738999999987	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	474.8249999999999	23684.270999999993	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	2045.4	12753.069	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	7305.0	0.0	7.0	com_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05																
49	Kayonza	239	27	rural	0.30000000000001775	20.000000000000494	0.07000000000000173	0.20000000000000492	4.0000000000000995	6.000000000000149	0.3500000000000087	0.20000000000000492	0.7000000000000174	0.05000000000000123	0.05000000000000123	313384.5000000034	1787251.5270000182	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	104278.87499999566	5201430.284999933	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	50477.55000000124	2517820.194000064	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	832770.0	180364.83300000004	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	699453.75	469130.7525000001	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
49	Kayonza	239	27	urban	0.3000000000000003	25.000000000000004	0.10000000000000003	0.3	4.000000000000001	6.0	0.35000000000000003	0.20000000000000007	0.7000000000000001	0.05000000000000002	0.05000000000000002																																																																																	2228.0250000000024	111133.88699999992	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1278.3750000000002	63765.34499999996	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	7304.999999999999	40081.073999999986	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																
50	Kayonza	234	27	rural	0.29999999999997	19.99999999999983	0.06999999999999941	0.19999999999999832	3.999999999999966	5.9999999999999485	0.34999999999999704	0.19999999999999832	0.6999999999999941	0.04999999999999958	0.04999999999999958	214840.0500000016	1253444.496000005	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	126157.34999999218	6292728.6179997055	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	39008.70000000078	1945753.956000037	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	7305.0	0.0	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	297678.75	476418.22050000005	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
50	Kayonza	234	27	urban	0.30000000000000066	24.99999999999998	0.09999999999999992	0.2999999999999997	3.999999999999997	5.999999999999995	0.3499999999999997	0.19999999999999984	0.6999999999999994	0.04999999999999996	0.04999999999999996																																																																																	3104.6250000000045	154858.6949999999	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1680.1500000000012	83805.88199999994	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	7597.199999999998	41902.940999999984	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																
51	Kayonza	236	27	rural	0.3000000000000234	19.999999999998906	0.06999999999999616	0.1999999999999891	3.99999999999978	5.999999999999671	0.3499999999999808	0.1999999999999891	0.6999999999999617	0.049999999999997276	0.049999999999997276	258085.65000000308	1523080.8120000146	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	142812.74999998952	7123499.969999532	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	45583.200000001045	2273690.0160000524	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	847380.0	364373.4	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	219150.0	109312.02	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
51	Kayonza	236	27	urban	0.30000000000000093	24.999999999999826	0.0999999999999993	0.2999999999999978	3.999999999999972	5.999999999999957	0.3499999999999975	0.1999999999999986	0.699999999999995	0.04999999999999965	0.04999999999999965																																																																																	4711.725000000001	235020.84299999982	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1424.4750000000006	71052.81299999995	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	14756.100000000006	83805.88199999995	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	164362.5	89271.48300000001	7.0	com_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	32872.5	16396.803	6.0	adm_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05
52	Kayonza	232	27	rural	0.2999999999999794	19.999999999999712	0.06999999999999902	0.19999999999999718	3.9999999999999436	5.999999999999914	0.349999999999995	0.19999999999999718	0.69999999999999	0.049999999999999295	0.049999999999999295	588417.7500000013	3350413.413000088	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	118158.37499999345	5893739.744999789	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	32251.575000000517	1608708.5610000212	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	46021.5	43724.808	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	76702.5	38259.207	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
52	Kayonza	232	27	urban	0.30000000000002347	25.000000000001922	0.10000000000000771	0.300000000000023	4.000000000000307	6.000000000000461	0.3500000000000268	0.20000000000001542	0.7000000000000536	0.050000000000003854	0.050000000000003854																																																																																	60120.150000001624	2998793.0820000865	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	32543.77500000053	1623283.4970000219	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	279927.60000000265	1581380.5560000173	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	320689.5	293320.587	7.0	com_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1689281.25	398077.93950000027	6.0	adm_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05
53	Kayonza	233	27	rural	0.3000000000000083	20.0000000000017	0.07000000000000596	0.20000000000001697	4.000000000000339	6.000000000000509	0.35000000000002973	0.20000000000001697	0.7000000000000595	0.05000000000000424	0.05000000000000424	418722.60000000574	2392111.3710000394	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	91385.54999999772	4558311.234000067	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	23229.900000000158	1158707.412	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1468305.0	291498.72000000003	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	131490.0	65587.21200000001	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
53	Kayonza	233	27	urban	0.299999999999983	25.000000000001478	0.1000000000000059	0.3000000000000177	4.000000000000236	6.000000000000354	0.35000000000002063	0.2000000000000118	0.7000000000000413	0.05000000000000295	0.05000000000000295																																																																																	43720.42500000097	2180774.799000048	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	24581.32500000021	1226116.4910000032	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	217981.20000000132	1227938.3580000028	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	981061.5	750609.2039999999	7.0	com_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	5533537.5	1098585.8010000002	6.0	adm_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05
54	Kayonza	221	27	rural	0.30000000000001015	19.999999999999275	0.06999999999999747	0.19999999999999274	3.999999999999855	5.999999999999783	0.34999999999998727	0.19999999999999274	0.6999999999999745	0.049999999999998185	0.049999999999998185	436254.60000000795	2545148.1990000564	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	213086.84999997832	10628772.077999946	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	97448.69999999675	4860741.156000004	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	131490.0	36437.340000000004	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1833555.0	185830.43399999998	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
54	Kayonza	221	27	urban	0.3000000000000047	24.99999999999972	0.0999999999999989	0.29999999999999666	3.9999999999999556	5.999999999999933	0.34999999999999615	0.1999999999999978	0.6999999999999923	0.04999999999999945	0.04999999999999945																																																																																	15486.599999999895	772471.6079999995	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	11943.67499999993	595750.5090000025	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	35940.600000000006	207692.83799999984	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	14610.0	0.0	7.0	com_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	27393.75	13664.0025	6.0	adm_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05
