DemandArea_Id	Region	ElArea_Id	LpgArea_Id	SocClust_Id	Area_Type	Electricity_Demand	CookingHeating_Demand
131	Rwamagana	580	24	4	rural	126595.6499999921	6314591.021999701
131	Rwamagana	580	24	3	rural	47445.97500000112	2366605.233000057
131	Rwamagana	580	24	5	rural	323611.5000000044	1883810.4780000257
131	Rwamagana	580	24	1	rural	1707543.75	122976.0225
131	Rwamagana	580	24	2	rural	872947.5	417207.54300000006
132	Rwamagana	574	24	9	urban	33968.25000000058	1694336.3100000252
132	Rwamagana	574	24	8	urban	15523.124999999894	774293.4749999995
132	Rwamagana	574	24	10	urban	115565.09999999961	657693.9870000021
132	Rwamagana	574	24	4	rural	100041.97499999634	4990093.712999977
132	Rwamagana	574	24	5	rural	359844.30000000476	2049600.3750000314
132	Rwamagana	574	24	3	rural	23960.400000000187	1195144.7520000017
132	Rwamagana	574	24	1	rural	109575.0	54656.01000000001
132	Rwamagana	574	24	6	urban	569790.0	120243.22199999998
132	Rwamagana	574	24	7	urban	3016965.0	34615.473000000005
132	Rwamagana	574	24	2	rural	149752.5	125708.823
133	Rwamagana	584	24	9	urban	100516.79999999626	5013777.983999972
133	Rwamagana	584	24	8	urban	46423.27500000108	2315592.9570000544
133	Rwamagana	584	24	10	urban	373942.95000000484	2127940.6560000316
133	Rwamagana	584	24	4	rural	74218.80000000045	3702033.7440001196
133	Rwamagana	584	24	5	rural	254652.30000000272	1481177.8710000117
133	Rwamagana	584	24	3	rural	21147.975000000075	1054860.9929999951
133	Rwamagana	584	24	1	rural	169841.25	84716.8155
133	Rwamagana	584	24	6	urban	1030005.0	185830.43399999995
133	Rwamagana	584	24	7	urban	858337.5	233198.97600000002
134	Rwamagana	575	24	5	rural	649852.7999999978	3745758.552000112
134	Rwamagana	575	24	4	rural	129481.12499999165	6458518.514999671
134	Rwamagana	575	24	3	rural	30863.625000000462	1539477.615000018
134	Rwamagana	575	24	10	urban	79916.6999999998	451823.0160000018
134	Rwamagana	575	24	9	urban	19650.450000000015	980164.445999996
134	Rwamagana	575	24	8	urban	5223.074999999996	260526.9809999998
134	Rwamagana	575	24	7	urban	3652.5	72874.68000000001
134	Rwamagana	575	24	1	rural	1857296.25	339778.1955000001
134	Rwamagana	575	24	2	rural	212575.5	158502.429
135	Rwamagana	576	24	5	rural	642693.899999995	3616405.995000097
135	Rwamagana	576	24	4	rural	147634.04999998875	7363986.413999482
135	Rwamagana	576	24	3	rural	25859.700000000263	1289881.8360000062
135	Rwamagana	576	24	1	rural	246543.75	122976.02250000002
135	Rwamagana	576	24	10	urban	197527.20000000103	1111338.870000001
135	Rwamagana	576	24	9	urban	42880.35000000094	2138871.858000046
135	Rwamagana	576	24	8	urban	4784.775000000001	238664.57699999982
135	Rwamagana	576	24	2	rural	730500.0	291498.72000000003
135	Rwamagana	576	24	6	urban	27393.75	13664.0025
136	Rwamagana	573	24	5	rural	320543.4000000047	1872879.2760000278
136	Rwamagana	573	24	4	rural	111255.14999999455	5549406.8819998605
136	Rwamagana	573	24	3	rural	34698.75000000061	1730773.650000027
136	Rwamagana	573	24	1	rural	175320.0	87449.61600000001
136	Rwamagana	573	24	9	urban	4821.3	240486.4439999998
136	Rwamagana	573	24	10	urban	20527.050000000014	118421.35499999991
136	Rwamagana	573	24	8	urban	1680.1500000000012	83805.88199999994
136	Rwamagana	573	24	2	rural	730500.0	145749.36000000002
137	Rwamagana	572	24	3	rural	25677.075000000255	1280772.5010000058
137	Rwamagana	572	24	4	rural	84372.74999999884	4208512.77000014
137	Rwamagana	572	24	5	rural	295268.10000000295	1690692.5760000169
137	Rwamagana	572	24	1	rural	186277.5	92915.21699999999
137	Rwamagana	572	24	2	rural	730500.0	145749.36000000002
137	Rwamagana	572	24	9	urban	8839.049999999961	440891.8140000025
137	Rwamagana	572	24	10	urban	38424.29999999999	220445.90699999983
137	Rwamagana	572	24	8	urban	7231.949999999976	360729.6660000013
138	Rwamagana	565	24	4	rural	70675.87500000102	3525312.6450001113
138	Rwamagana	565	24	3	rural	9934.79999999995	495547.82400000334
138	Rwamagana	565	24	5	rural	300016.35000000393	1727129.9160000212
138	Rwamagana	565	24	1	rural	142447.5	71052.81300000001
138	Rwamagana	565	24	9	urban	148693.2749999886	7416820.556999471
138	Rwamagana	565	24	10	urban	549774.3000000045	3091708.2990000723
138	Rwamagana	565	24	8	urban	46094.550000001065	2299196.1540000536
138	Rwamagana	565	24	7	urban	745110.0	145749.36000000002
138	Rwamagana	565	24	2	rural	32872.5	16396.803000000004
138	Rwamagana	565	24	6	urban	71223.75	35526.406500000005
139	Rwamagana	583	24	4	rural	110415.07499999469	5507503.940999869
139	Rwamagana	583	24	5	rural	200741.40000000148	1169638.6139999998
139	Rwamagana	583	24	3	rural	55189.27500000143	2752841.037000075
139	Rwamagana	583	24	1	rural	284895.0	142105.626
139	Rwamagana	583	24	2	rural	818160.0	180364.833
140	Rwamagana	570	24	3	rural	5150.024999999997	256883.2469999998
140	Rwamagana	570	24	5	rural	138721.94999999963	787046.5440000012
140	Rwamagana	570	24	4	rural	26772.8250000003	1335428.5110000083
140	Rwamagana	570	24	10	urban	437204.25000000524	2437658.046000045
140	Rwamagana	570	24	8	urban	27539.85000000033	1373687.7180000101
140	Rwamagana	570	24	9	urban	92444.77499999755	4611145.377000056
140	Rwamagana	570	24	2	rural	730500.0	291498.72000000003
140	Rwamagana	570	24	6	urban	136968.75	68320.01250000001
140	Rwamagana	570	24	7	urban	36525.0	89271.48300000001
140	Rwamagana	570	24	1	rural	54787.5	27328.005
141	Rwamagana	569	24	4	rural	16947.599999999908	845346.2879999983
141	Rwamagana	569	24	3	rural	5588.3249999999925	278745.65100000007
141	Rwamagana	569	24	5	rural	53107.34999999991	307895.5230000004
141	Rwamagana	569	24	9	urban	28416.450000000365	1417412.5260000122
141	Rwamagana	569	24	8	urban	17714.624999999938	883605.4949999977
141	Rwamagana	569	24	10	urban	166407.90000000026	914577.2339999997
141	Rwamagana	569	24	6	urban	76702.5	38259.207
142	Rwamagana	317	24	4	rural	33968.25000000058	1694336.3100000252
142	Rwamagana	317	24	5	rural	108260.09999999947	628544.1150000022
142	Rwamagana	317	24	3	rural	11249.699999999937	561135.0360000031
142	Rwamagana	317	24	10	urban	144346.7999999997	839880.6870000004
142	Rwamagana	317	24	9	urban	51208.05000000127	2554257.5340000656
142	Rwamagana	317	24	8	urban	27284.17500000032	1360934.6490000095
142	Rwamagana	317	24	7	urban	840075.0	182186.7
142	Rwamagana	317	24	6	urban	213671.25	106579.21949999999
142	Rwamagana	317	24	1	rural	27393.75	13664.0025
143	Rwamagana	585	24	9	urban	144894.6749999892	7227346.388999511
143	Rwamagana	585	24	10	urban	952060.6499999701	5336248.442999957
143	Rwamagana	585	24	8	urban	65124.07500000182	3248388.8610000983
143	Rwamagana	585	24	4	rural	32909.02500000054	1641502.1670000227
143	Rwamagana	585	24	5	rural	219880.50000000154	1237047.6930000044
143	Rwamagana	585	24	3	rural	3615.975000000006	180364.83299999987
143	Rwamagana	585	24	7	urban	2396770.5	1404659.4570000002
143	Rwamagana	585	24	6	urban	7887573.75	2232698.008499999
143	Rwamagana	585	24	1	rural	10957.5	5465.601000000001
144	Rwamagana	571	24	5	rural	260569.3500000027	1486643.4720000133
144	Rwamagana	571	24	4	rural	58330.42500000155	2909521.5990000824
144	Rwamagana	571	24	3	rural	7268.474999999976	362551.53300000133
144	Rwamagana	571	24	1	rural	171667.5	413563.80900000007
145	Rwamagana	578	24	5	rural	181310.1000000007	1056682.859999998
145	Rwamagana	578	24	4	rural	61435.05000000168	3064380.2940000896
145	Rwamagana	578	24	3	rural	11030.54999999994	550203.8340000033
145	Rwamagana	578	24	9	urban	61727.25000000169	3078955.2300000903
145	Rwamagana	578	24	10	urban	164508.60000000036	954658.3079999981
145	Rwamagana	578	24	8	urban	27759.00000000034	1384618.9200000106
145	Rwamagana	578	24	6	urban	4470660.0	43724.808000000005
145	Rwamagana	578	24	7	urban	1563270.0	326114.193
145	Rwamagana	578	24	1	rural	76702.5	38259.207
146	Rwamagana	582	24	4	rural	82729.1249999991	4126528.7550001396
146	Rwamagana	582	24	5	rural	208411.6500000016	1218829.0230000045
146	Rwamagana	582	24	3	rural	17349.374999999924	865386.824999998
146	Rwamagana	582	24	9	urban	1022.6999999999996	51012.27599999997
146	Rwamagana	582	24	2	rural	730500.0	291498.72000000003
146	Rwamagana	582	24	1	rural	142447.5	71052.81300000001
146	Rwamagana	582	24	10	urban	1753.2	10931.202
146	Rwamagana	582	24	8	urban	109.57499999999999	5465.601
147	Rwamagana	577	24	5	rural	102854.39999999953	613969.1790000019
147	Rwamagana	577	24	4	rural	66512.02500000168	3317619.8070001015
147	Rwamagana	577	24	3	rural	21038.40000000007	1049395.3919999949
147	Rwamagana	577	24	9	urban	657.4499999999998	32793.605999999985
147	Rwamagana	577	24	10	urban	5624.85	30971.738999999994
147	Rwamagana	577	24	8	urban	109.57499999999999	5465.601
147	Rwamagana	577	24	1	rural	158883.75	79251.2145
148	Rwamagana	566	24	4	rural	112752.67499999431	5624103.428999845
148	Rwamagana	566	24	5	rural	309293.7000000044	1761745.3890000249
148	Rwamagana	566	24	3	rural	52522.95000000132	2619844.7460000687
148	Rwamagana	566	24	1	rural	306810.0	153036.82799999998
148	Rwamagana	566	24	2	rural	2279160.0	180364.83300000004
148	Rwamagana	566	24	10	urban	12564.600000000004	72874.67999999996
148	Rwamagana	566	24	9	urban	3396.8250000000053	169433.63099999988
148	Rwamagana	566	24	8	urban	1497.5250000000008	74696.54699999995
149	Rwamagana	567	24	5	rural	329455.5000000043	1881988.6110000247
149	Rwamagana	567	24	4	rural	47811.22500000113	2384823.9030000577
149	Rwamagana	567	24	3	rural	9240.824999999957	460932.3510000028
149	Rwamagana	567	24	1	rural	43830.0	21862.404000000002
149	Rwamagana	567	24	10	urban	442317.7500000058	2499601.5240000477
149	Rwamagana	567	24	9	urban	66877.27500000162	3335838.4770001024
149	Rwamagana	567	24	8	urban	12747.224999999922	635831.5830000018
149	Rwamagana	567	24	6	urban	175320.0	87449.61600000001
149	Rwamagana	567	24	7	urban	40177.5	16396.803000000004
150	Rwamagana	568	24	4	rural	438.2999999999999	21862.403999999995
150	Rwamagana	568	24	5	rural	1972.3500000000001	10931.202
150	Rwamagana	568	24	3	rural	109.57499999999999	5465.601
150	Rwamagana	568	24	2	rural	730500.0	145749.36000000002
151	Gasabo	82	2	8	urban	4273.425000000006	213158.43899999984
151	Gasabo	82	2	7	urban	2813155.5	2705472.4949999987
151	Gasabo	82	2	9	urban	40871.47500000086	2038669.1730000414
151	Gasabo	82	2	10	urban	2136055.0499999896	10827355.58099998
151	Gasabo	82	2	6	urban	4288035.0	4000819.931999995
151	Gasabo	82	2	5	rural	22280.250000000025	129352.55699999991
151	Gasabo	82	2	4	rural	1387.9500000000005	69230.94599999995
151	Gasabo	82	2	3	rural	36.525	1821.867
152	Gasabo	95	2	8	urban	24106.500000000193	1202432.220000002
152	Gasabo	95	2	9	urban	94124.92499999728	4694951.259000039
152	Gasabo	95	2	10	urban	1279543.7999999567	6709936.160999835
152	Gasabo	95	2	7	urban	1000785.0	779759.0760000001
152	Gasabo	95	2	6	urban	9310222.5	1196966.6190000002
152	Gasabo	95	2	3	rural	109.57499999999999	5465.601
152	Gasabo	95	2	4	rural	73.05	3643.734
152	Gasabo	95	2	5	rural	876.5999999999999	5465.601
153	Gasabo	318	2	10	urban	1186478.0999999864	6383821.967999982
153	Gasabo	318	2	9	urban	121116.89999999298	6041310.971999758
153	Gasabo	318	2	8	urban	33968.25000000058	1694336.3100000252
153	Gasabo	318	2	7	urban	702741.0	462754.218
153	Gasabo	318	2	6	urban	1535876.25	321559.5255000001
153	Gasabo	318	2	5	rural	88390.49999999975	482794.7550000019
153	Gasabo	318	2	4	rural	9825.224999999951	490082.22300000326
153	Gasabo	318	2	3	rural	584.3999999999999	29149.87199999999
153	Gasabo	318	2	1	rural	65745.0	32793.606
154	Gasabo	85	2	10	urban	2764796.4000000646	13866229.73699993
154	Gasabo	85	2	9	urban	78126.97499999983	3896973.513000129
154	Gasabo	85	2	8	urban	19613.925000000014	978342.5789999961
154	Gasabo	85	2	6	urban	7706775.0	3847783.1039999966
154	Gasabo	85	2	7	urban	3461839.5	3186445.3829999985
155	Gasabo	99	2	9	urban	88573.12499999817	4418027.4750000965
155	Gasabo	99	2	10	urban	784410.8999999899	4303249.854000104
155	Gasabo	99	2	8	urban	10373.099999999946	517410.22800000367
155	Gasabo	99	2	7	urban	7305.0	0.0
155	Gasabo	99	2	4	rural	53289.97500000135	2658103.9530000705
155	Gasabo	99	2	5	rural	461529.90000000416	2530573.2630000426
155	Gasabo	99	2	3	rural	10628.774999999943	530163.2970000036
155	Gasabo	99	2	1	rural	1576053.75	57388.81050000001
155	Gasabo	99	2	6	urban	498566.25	84716.81549999998
155	Gasabo	99	2	2	rural	54787.5	18218.670000000002
156	Gasabo	87	2	10	urban	1246013.8499999652	6677142.554999881
156	Gasabo	87	2	8	urban	32434.200000000525	1617817.8960000216
156	Gasabo	87	2	9	urban	117500.92499999356	5860946.138999796
156	Gasabo	87	2	7	urban	1181218.5	389879.538
156	Gasabo	87	2	6	urban	1654582.5	238664.57700000002
156	Gasabo	87	2	3	rural	511.34999999999985	25506.13799999999
156	Gasabo	87	2	2	rural	32872.5	16396.803000000004
156	Gasabo	87	2	5	rural	11907.15	67409.07899999997
156	Gasabo	87	2	4	rural	913.1249999999997	45546.674999999974
157	Gasabo	96	2	9	urban	135872.99999999063	6777345.239999604
157	Gasabo	96	2	8	urban	22499.40000000013	1122270.0719999983
157	Gasabo	96	2	10	urban	1037163.8999999727	5720662.37999996
157	Gasabo	96	2	7	urban	14610.0	0.0
157	Gasabo	96	2	5	rural	252972.15000000125	1395550.1220000098
157	Gasabo	96	2	4	rural	29110.425000000392	1452027.9990000138
157	Gasabo	96	2	3	rural	5369.174999999995	267814.4489999999
157	Gasabo	96	2	1	rural	54787.5	27328.005
157	Gasabo	96	2	6	urban	142447.5	71052.81300000001
158	Gasabo	92	2	10	urban	1855616.0999999945	9271481.16299992
158	Gasabo	92	2	8	urban	12199.349999999928	608503.5780000023
158	Gasabo	92	2	9	urban	46350.225000001075	2311949.2230000542
158	Gasabo	92	2	6	urban	5707031.25	3174603.247499998
158	Gasabo	92	2	7	urban	2295961.5	2226321.474
159	Gasabo	93	2	9	urban	88061.77499999825	4392521.337000102
159	Gasabo	93	2	10	urban	1068794.5499999742	5804468.261999941
159	Gasabo	93	2	8	urban	19212.149999999998	958302.0419999964
159	Gasabo	93	2	7	urban	561024.0	679556.3910000001
159	Gasabo	93	2	4	rural	182.625	9109.335
159	Gasabo	93	2	5	rural	584.4	3643.734
159	Gasabo	93	2	6	urban	3066273.75	1066703.1285
160	Gasabo	3	2	10	urban	2421242.2500000075	13244973.090000108
160	Gasabo	3	2	9	urban	244352.24999997334	12188290.230000418
160	Gasabo	3	2	8	urban	36525.000000000684	1821867.0000000312
160	Gasabo	3	2	7	urban	544953.0	506479.02599999995
160	Gasabo	3	2	6	urban	5497012.5	796155.8790000002
160	Gasabo	3	2	4	rural	41090.625000000866	2049600.375000042
160	Gasabo	3	2	3	rural	10920.97499999994	544738.2330000034
160	Gasabo	3	2	5	rural	155961.75000000038	878139.8939999993
160	Gasabo	3	2	1	rural	65745.0	32793.606
160	Gasabo	3	2	2	rural	87660.0	71052.81300000001
161	Gasabo	79	2	10	urban	1274284.1999999676	6780988.973999887
161	Gasabo	79	2	9	urban	71223.75000000093	3552640.6500001126
161	Gasabo	79	2	7	urban	2192961.0	2246362.0110000004
161	Gasabo	79	2	8	urban	29293.0500000004	1461137.3340000142
161	Gasabo	79	2	6	urban	3128366.25	3039785.089499998
161	Gasabo	79	2	5	rural	584.4	3643.734
162	Gasabo	77	2	9	urban	29366.100000000402	1464781.0680000144
162	Gasabo	77	2	10	urban	1569113.9999999746	8072692.676999828
162	Gasabo	77	2	8	urban	5478.749999999994	273280.05
162	Gasabo	77	2	6	urban	3228810.0	3137254.9739999985
162	Gasabo	77	2	7	urban	1667731.5	1953041.4239999999
162	Gasabo	77	2	4	rural	182.625	9109.335
162	Gasabo	77	2	3	rural	36.525	1821.867
162	Gasabo	77	2	5	rural	1095.75	5465.601
163	Gasabo	94	2	9	urban	86235.52499999854	4301427.987000121
163	Gasabo	94	2	4	rural	13112.474999999919	654050.2530000015
163	Gasabo	94	2	10	urban	710557.3499999935	3937054.587000114
163	Gasabo	94	2	5	rural	102562.1999999997	573888.1050000023
163	Gasabo	94	2	3	rural	2045.4000000000021	102024.55199999992
163	Gasabo	94	2	8	urban	9752.174999999952	486438.4890000032
163	Gasabo	94	2	7	urban	186277.5	127530.69
163	Gasabo	94	2	6	urban	60266.25	30060.805500000002
163	Gasabo	94	2	1	rural	38351.25	19129.6035
163	Gasabo	94	2	2	rural	109575.0	36437.340000000004
164	Gasabo	74	2	10	urban	2269298.2499999707	12078978.21000008
164	Gasabo	74	2	9	urban	135179.02499999074	6742729.766999612
164	Gasabo	74	2	8	urban	21549.75000000009	1074901.529999996
164	Gasabo	74	2	7	urban	1691107.5	1510327.743
164	Gasabo	74	2	6	urban	5588325.0	2073284.646000001
164	Gasabo	74	2	4	rural	36.525	1821.867
165	Gasabo	97	2	9	urban	170754.37499998507	8517228.224999307
165	Gasabo	97	2	10	urban	1489270.349999961	8021680.400999746
165	Gasabo	97	2	8	urban	56869.425000001494	2836646.919000079
165	Gasabo	97	2	6	urban	4236900.0	2197171.6019999995
165	Gasabo	97	2	7	urban	1745164.5	929152.1699999999
165	Gasabo	97	2	3	rural	584.3999999999999	29149.87199999999
165	Gasabo	97	2	5	rural	36817.20000000002	191296.03499999986
165	Gasabo	97	2	4	rural	2666.3250000000035	132996.2909999999
166	Gasabo	88	2	3	rural	31703.700000000495	1581380.55600002
166	Gasabo	88	2	4	rural	110634.22499999465	5518435.142999867
166	Gasabo	88	2	5	rural	514418.100000006	2887659.1950000604
166	Gasabo	88	2	9	urban	5990.0999999999885	298786.1880000004
166	Gasabo	88	2	1	rural	131490.0	65587.212
166	Gasabo	88	2	2	rural	171667.5	54656.01000000001
166	Gasabo	88	2	10	urban	29950.50000000003	167611.76399999988
166	Gasabo	88	2	8	urban	2191.5000000000023	109312.01999999992
167	Gasabo	84	2	4	rural	23887.350000000184	1191501.0180000016
167	Gasabo	84	2	5	rural	215424.45000000083	1207897.8210000035
167	Gasabo	84	2	3	rural	1607.100000000001	80162.14799999994
167	Gasabo	84	2	9	urban	23558.62500000017	1175104.2150000008
167	Gasabo	84	2	10	urban	192559.80000000098	1085832.7319999987
167	Gasabo	84	2	8	urban	3104.6250000000045	154858.6949999999
167	Gasabo	84	2	6	urban	54787.5	27328.005
167	Gasabo	84	2	1	rural	27393.75	13664.0025
168	Gasabo	86	2	4	rural	89961.07499999795	4487258.421000082
168	Gasabo	86	2	5	rural	453786.6000000071	2577941.8050000533
168	Gasabo	86	2	3	rural	17495.47499999993	872674.2929999979
168	Gasabo	86	2	1	rural	76702.5	38259.207
168	Gasabo	86	2	2	rural	1461000.0	0.0
168	Gasabo	86	2	9	urban	7049.324999999978	351620.33100000117
168	Gasabo	86	2	10	urban	43976.09999999999	249595.7789999998
168	Gasabo	86	2	8	urban	1424.4750000000006	71052.81299999995
169	Gasabo	98	2	4	rural	92408.24999999756	4609323.510000057
169	Gasabo	98	2	5	rural	300892.9500000041	1727129.9160000216
169	Gasabo	98	2	3	rural	31667.175000000494	1579558.6890000198
169	Gasabo	98	2	9	urban	1351.4250000000004	67409.07899999995
169	Gasabo	98	2	1	rural	76702.5	38259.207
169	Gasabo	98	2	2	rural	7305.0	0.0
169	Gasabo	98	2	8	urban	840.0749999999997	41902.94099999998
169	Gasabo	98	2	10	urban	2045.4	12753.069
170	Gasabo	76	2	10	urban	2821629.3000001586	15382023.081000606
170	Gasabo	76	2	8	urban	57198.15000000151	2853043.7220000797
170	Gasabo	76	2	9	urban	275581.12499997905	13745986.51500089
170	Gasabo	76	2	7	urban	1150537.5	909111.6329999999
170	Gasabo	76	2	5	rural	138575.8499999996	788868.4110000009
170	Gasabo	76	2	4	rural	18372.074999999964	916399.1009999971
170	Gasabo	76	2	6	urban	4684331.25	576620.9055000003
170	Gasabo	76	2	3	rural	1607.100000000001	80162.14799999994
170	Gasabo	76	2	1	rural	27393.75	13664.0025
170	Gasabo	76	2	2	rural	54787.5	18218.670000000002
171	Gasabo	587	2	9	urban	19869.600000000024	991095.6479999959
171	Gasabo	587	2	5	rural	450207.15000000584	2526929.529000047
171	Gasabo	587	2	4	rural	70310.62500000108	3507093.9750001105
171	Gasabo	587	2	3	rural	12601.124999999924	628544.115000002
171	Gasabo	587	2	2	rural	32872.5	16396.803000000004
171	Gasabo	587	2	1	rural	107748.75	217713.1065
171	Gasabo	587	2	10	urban	138064.4999999997	776115.3420000008
171	Gasabo	587	2	8	urban	4236.900000000006	211336.57199999984
171	Gasabo	587	2	6	urban	27393.75	13664.0025
172	Gasabo	75	2	4	rural	58403.475000001556	2913165.3330000825
172	Gasabo	75	2	3	rural	8254.649999999967	411741.9420000021
172	Gasabo	75	2	5	rural	357433.6500000045	2000409.9660000273
172	Gasabo	75	2	10	urban	1376773.349999942	7555282.448999662
172	Gasabo	75	2	9	urban	173968.57499998456	8677552.520999355
172	Gasabo	75	2	8	urban	30754.050000000458	1534012.0140000177
172	Gasabo	75	2	6	urban	301331.25	150304.0275
172	Gasabo	75	2	1	rural	65745.0	32793.606
172	Gasabo	75	2	7	urban	62092.5	18218.670000000002
173	Gasabo	71	2	9	urban	109648.04999999481	5469244.733999877
173	Gasabo	71	2	10	urban	2279306.0999999894	12038897.13599978
173	Gasabo	71	2	7	urban	1994265.0	1672473.9059999997
173	Gasabo	71	2	8	urban	15778.799999999892	787046.5439999993
173	Gasabo	71	2	6	urban	5279688.75	3551729.7164999982
173	Gasabo	71	2	4	rural	109.57499999999999	5465.601
174	Gasabo	73	2	10	urban	2562009.6000000145	13689508.638000015
174	Gasabo	73	2	8	urban	25494.450000000248	1271663.1660000053
174	Gasabo	73	2	9	urban	154427.69999998767	7702853.675999411
174	Gasabo	73	2	7	urban	2341252.5	1253444.4960000003
174	Gasabo	73	2	6	urban	5400221.25	1480266.9375000002
174	Gasabo	73	2	4	rural	3908.1750000000065	194939.76899999985
174	Gasabo	73	2	3	rural	365.24999999999994	18218.67
174	Gasabo	73	2	5	rural	37182.45000000001	205870.97099999984
175	Gasabo	68	2	10	urban	647953.4999999955	3507093.9750000876
175	Gasabo	68	2	9	urban	58184.32500000155	2902234.131000082
175	Gasabo	68	2	8	urban	11505.374999999935	573888.1050000029
175	Gasabo	68	2	7	urban	69397.5	54656.01
175	Gasabo	68	2	6	urban	54787.5	27328.005
175	Gasabo	68	2	4	rural	26809.3500000003	1337250.3780000084
175	Gasabo	68	2	5	rural	187081.0500000005	1031176.7219999993
175	Gasabo	68	2	3	rural	2702.8500000000035	134818.1579999999
175	Gasabo	68	2	1	rural	54787.5	27328.005
175	Gasabo	68	2	2	rural	54787.5	18218.670000000002
176	Gasabo	89	2	8	urban	7268.474999999976	362551.53300000133
176	Gasabo	89	2	10	urban	1913033.3999999845	9801644.459999856
176	Gasabo	89	2	7	urban	3193746.0	3445150.4969999986
176	Gasabo	89	2	9	urban	44085.675000000985	2198993.469000049
176	Gasabo	89	2	6	urban	4640501.25	3371364.8834999977
177	Gasabo	67	2	9	urban	33603.00000000057	1676117.6400000243
177	Gasabo	67	2	10	urban	1186331.9999999928	6095966.981999989
177	Gasabo	67	2	8	urban	5296.124999999995	264170.71499999985
177	Gasabo	67	2	7	urban	1133736.0	1003848.717
177	Gasabo	67	2	6	urban	2341252.5	1838263.803
178	Gasabo	70	2	10	urban	1549609.6499999508	8329575.923999671
178	Gasabo	70	2	9	urban	130686.44999999146	6518640.125999658
178	Gasabo	70	2	8	urban	54422.2500000014	2714581.830000073
178	Gasabo	70	2	7	urban	625308.0	579353.706
178	Gasabo	70	2	6	urban	6101501.25	554758.5015000001
178	Gasabo	70	2	5	rural	11761.050000000003	69230.94599999995
178	Gasabo	70	2	3	rural	146.1	7287.468
178	Gasabo	70	2	4	rural	1643.6250000000011	81984.01499999994
179	Gasabo	91	2	4	rural	61690.72500000169	3077133.3630000902
179	Gasabo	91	2	3	rural	13039.42499999992	650406.5190000016
179	Gasabo	91	2	5	rural	517632.30000000424	2792922.111000055
179	Gasabo	91	2	1	rural	131490.0	65587.212
179	Gasabo	91	2	2	rural	54787.5	18218.670000000002
179	Gasabo	91	2	10	urban	128860.19999999975	694131.3270000012
179	Gasabo	91	2	9	urban	11651.474999999933	581175.5730000028
179	Gasabo	91	2	8	urban	1095.7499999999998	54656.009999999966
179	Gasabo	91	2	6	urban	21915.0	10931.202000000001
180	Gasabo	80	2	3	rural	1095.7499999999998	54656.009999999966
180	Gasabo	80	2	4	rural	7779.824999999971	388057.6710000017
180	Gasabo	80	2	5	rural	55737.14999999991	307895.5230000004
180	Gasabo	80	2	10	urban	992822.54999999	5101227.600000041
180	Gasabo	80	2	7	urban	3033766.5	3385028.885999999
180	Gasabo	80	2	9	urban	37328.550000000716	1861948.074000033
180	Gasabo	80	2	8	urban	4492.5750000000035	224089.64099999983
180	Gasabo	80	2	6	urban	14830976.25	11063287.3575
180	Gasabo	80	2	1	rural	27393.75	13664.0025
181	Gasabo	78	2	3	rural	255.675	12753.069
181	Gasabo	78	2	4	rural	401.7749999999999	20040.536999999997
181	Gasabo	78	2	5	rural	584.4	3643.734
181	Gasabo	78	2	1	rural	21915.0	10931.202000000001
181	Gasabo	78	2	9	urban	39994.87500000082	1994944.3650000393
181	Gasabo	78	2	8	urban	6793.6499999999805	338867.262000001
181	Gasabo	78	2	10	urban	1175739.7499999858	6055885.907999976
181	Gasabo	78	2	6	urban	9173253.75	8765913.070500001
181	Gasabo	78	2	7	urban	1992804.0	2610735.4109999994
182	Gasabo	180	2	9	urban	89741.92499999798	4476327.219000084
182	Gasabo	180	2	10	urban	900633.4499999848	4857097.42200005
182	Gasabo	180	2	8	urban	20709.675000000057	1032998.5889999951
182	Gasabo	180	2	6	urban	120532.5	60121.61100000001
182	Gasabo	180	2	7	urban	62823.0	69230.946
182	Gasabo	180	2	4	rural	21147.975000000075	1054860.9929999951
182	Gasabo	180	2	5	rural	171375.30000000037	951014.5739999997
182	Gasabo	180	2	3	rural	1497.5250000000008	74696.54699999995
182	Gasabo	180	2	1	rural	27393.75	13664.0025
183	Gasabo	72	2	7	urban	199426.5	80162.148
183	Gasabo	72	2	9	urban	110488.12499999467	5511147.6749998685
183	Gasabo	72	2	10	urban	994356.5999999791	5363576.447999997
183	Gasabo	72	2	8	urban	26590.20000000029	1326319.176000008
183	Gasabo	72	2	6	urban	155231.25	525608.6295
183	Gasabo	72	2	5	rural	136092.14999999967	759718.5390000009
183	Gasabo	72	2	4	rural	18079.874999999953	901824.1649999974
183	Gasabo	72	2	3	rural	1826.2500000000016	91093.34999999993
183	Gasabo	72	2	1	rural	54787.5	27328.005
184	Gasabo	69	2	9	urban	69397.50000000122	3461547.3000001083
184	Gasabo	69	2	10	urban	575268.7500000019	3115392.570000069
184	Gasabo	69	2	8	urban	12674.174999999923	632187.8490000019
184	Gasabo	69	2	6	urban	60266.25	456377.6835000001
184	Gasabo	69	2	7	urban	32142.0	58299.744
184	Gasabo	69	2	5	rural	140475.14999999982	787046.5440000002
184	Gasabo	69	2	4	rural	19102.574999999993	952836.4409999965
184	Gasabo	69	2	3	rural	1753.2000000000014	87449.61599999994
185	Gasabo	90	2	4	rural	36999.8250000007	1845551.2710000323
185	Gasabo	90	2	5	rural	448380.9000000037	2415795.642000037
