DemandArea_Id	Region	ElArea_Id	LpgArea_Id	Area_Type	Aggregated_Point_Lat	Aggregated_Point_Long	Census_Electricity_Demand	Census_CookingHeating_Demand	Census_Cooking_Demand	Census_Heating_Demand
29	Gatsibo	100	26	rural	-1.6335985110663984	30.376416609657948	8796206.175001383	24412106.866494793	22454439.916504737	1957666.9500004128
29	Gatsibo	100	26	urban	-1.6241889853580695	30.3798019938229	2099931.824999978	1936644.6210000347	1781340.320999994	155304.30000000232
30	Gatsibo	110	26	rural	-1.673302573932092	30.31789385268346	4742661.675000579	13827059.596500874	12718233.646502243	1108825.9499999217
30	Gatsibo	110	26	urban	-1.649437150837989	30.355082960893853	34917.900000000234	652228.3860000016	599924.5859999983	52303.799999999675
31	Gatsibo	108	26	rural	-1.6401497752945464	30.42432702538564	5650782.749999921	15267245.460001323	14042927.460003026	1224317.9999999949
31	Gatsibo	108	26	urban	-1.6075346600331675	30.33087711442786	81962.09999999916	1120448.2049999987	1030596.7049999963	89851.5000000005
32	Gatsibo	109	26	rural	-1.630982026022305	30.385147416356876	2550577.2749999887	10058527.706999794	9251909.607000433	806618.0999999235
32	Gatsibo	109	26	urban	-1.6236154328732748	30.354412170639897	180689.17499999655	1508505.8760000155	1387535.075999995	120970.8000000017
33	Gatsibo	106	26	rural	-1.6336680987654322	30.34962625514403	1425315.0750000598	11437681.026000107	10520465.226001013	917215.7999999069
33	Gatsibo	106	26	urban	-1.6563396998635744	30.390860300136424	69251.40000000045	1355469.0480000083	1246770.6479999954	108698.40000000122
34	Gatsibo	122	26	rural	-1.5745508440913605	30.28483453326713	2054385.1499999752	7963380.656999466	7324777.556999971	638603.0999999542
34	Gatsibo	122	26	urban	-1.5731160256410257	30.26373514957265	2727613.9499999797	1934822.7540000288	1779664.553999994	155158.2000000023
35	Gatsibo	41	26	rural	-1.5702876648564779	30.298796664080683	166700.09999999794	2395755.105000057	2203633.604999991	192121.5000000044
35	Gatsibo	41	26	urban	-1.5624568911917098	30.258000518134715	897674.9250000009	1943021.1555000285	1787205.5054999937	155815.65000000253
36	Gatsibo	111	26	rural	-1.5667889398142565	30.305134024846218	2269700.024999757	16087996.543501351	14797860.493503092	1290136.0500000182
36	Gatsibo	111	26	urban	-1.5457803662258391	30.258204272634792	752488.0500000137	1984013.1630000344	1824910.2629999933	159102.90000000296
37	Gatsibo	104	26	rural	-1.5537966913861951	30.247554164289788	538524.6000000249	6563275.867499662	6036950.617499976	526325.249999967
37	Gatsibo	104	26	urban	-1.5907079937304076	30.324121630094044	118340.99999999741	1206075.9540000032	1109357.753999996	96718.20000000071
38	Gatsibo	120	26	rural	-1.7001719819996086	30.331108824104874	4347095.925000019	10111361.849999752	9300506.850000463	810854.9999999248
38	Gatsibo	120	26	urban	-1.6691753112033196	30.40242697095436	198951.67499999842	946459.9064999964	870560.9564999972	75898.95000000003
39	Gatsibo	121	26	rural	-1.7216278284547313	30.353650156569092	4764321.000000711	14621393.608501147	13448868.058502572	1172525.5499999677
39	Gatsibo	121	26	urban	-1.711612148148148	30.399908	56285.025000000714	1253444.4960000047	1152927.6959999958	100516.8000000009
40	Gatsibo	115	26	rural	-1.6212766666666665	30.41607777777778	5076.974999999995	165789.89699999988	152494.7970000002	13295.10000000002
40	Gatsibo	115	26	urban			0.0	0.0	0.0	0.0
41	Gatsibo	114	26	rural	-1.61883893129771	30.45252290076336	738572.025000001	382592.07000000164	351911.0699999998	30680.99999999992
41	Gatsibo	114	26	urban			0.0	0.0	0.0	0.0
42	Gatsibo	101	26	rural	-1.7980832746478872	30.37432090669014	227879.47499999314	4231286.107500131	3891968.8574999836	339317.2499999949
42	Gatsibo	101	26	urban	-1.7711378600823047	30.38842716049383	965976.6750000035	579353.7060000021	532893.9059999988	46459.79999999979
43	Gatsibo	112	26	rural	-1.790766817849305	30.392205632772495	3023320.3499999912	13045478.653500643	11999329.603501853	1046149.049999889
43	Gatsibo	112	26	urban	-1.7973344986553976	30.416292662312717	4087037.924999934	5053859.057999963	4648577.657999981	405281.399999985
44	Gatsibo	107	26	rural	-1.7452203012442697	30.38204487557302	1403728.7999997947	11484138.634500239	10563197.284501132	920941.3499999068
44	Gatsibo	107	26	urban	-1.7601920000000002	30.415295999999998	2447.175000000001	47368.54199999998	43569.942	3798.5999999999985
45	Gatsibo	116	26	rural	-1.7380292307692309	30.32059269230769	16582.34999999996	488260.35600000323	449105.55599999893	39154.79999999981
45	Gatsibo	116	26	urban			0.0	0.0	0.0	0.0
46	Gatsibo	105	26	rural	-1.55485483234714	30.229082445759367	1492740.2249999717	1364578.3830000118	1255149.482999997	109428.90000000154
46	Gatsibo	105	26	urban	-1.5390583333333332	30.242608333333333	438.2999999999999	21862.403999999995	20109.204	1753.1999999999996
47	Gatsibo	113	26	rural	-1.5868070895522388	30.376644402985075	21294.075000000063	495547.8240000032	455808.62399999885	39739.19999999981
47	Gatsibo	113	26	urban	-1.5368934210526315	30.241034210526315	5076.974999999998	142105.6259999999	130709.82600000026	11395.800000000016
48	Kayonza	231	27	rural	-1.8715669452181987	30.560970813989478	896031.3000000453	6115096.585499755	5624711.935499977	490384.6499999723
48	Kayonza	231	27	urban	-1.8797447368421054	30.513318421052634	10446.15	67409.07899999995	62003.379	5405.700000000002
49	Kayonza	239	27	rural	-1.857113596405548	30.51070574330924	2000364.674999882	10155997.591499764	9341563.141500425	814434.4499999244
49	Kayonza	239	27	urban	-1.8645783100383566	30.517359918718725	10811.399999999989	214980.30599999984	197740.50600000002	17239.800000000025
50	Kayonza	234	27	rural	-1.8165785077519379	30.57414624031008	684989.850000063	9968345.290499832	9168959.140500385	799386.149999928
50	Kayonza	234	27	urban	-1.7434573333333332	30.481738	12381.974999999977	280567.51800000004	258068.11799999975	22499.399999999972
51	Kayonza	236	27	rural	-1.8821377060208544	30.6162073831147	1513011.5999998758	11393956.218000224	10480246.81800109	913709.3999999098
51	Kayonza	236	27	urban	-1.8886387096774195	30.536554377880186	218127.29999999932	495547.8240000032	455808.62399999885	39739.19999999979
52	Kayonza	232	27	rural	-1.9211890709430015	30.49734938120969	861551.7000000544	10934845.734000053	10057953.534000855	876892.1999999152
52	Kayonza	232	27	urban	-1.9105956377858004	30.509701052948255	2382562.2749998183	6894855.661499596	6341940.211499975	552915.4499999696
53	Kayonza	233	27	rural	-1.9187868463862423	30.53727418080409	2133133.0499999444	8466215.948999388	7787289.248999969	678926.6999999473
53	Kayonza	233	27	urban	-1.9005815924320062	30.507521245565627	6800881.950000389	6484024.652999671	5964054.75299998	519969.89999997313
54	Kayonza	221	27	rural	-1.8076011225635271	30.487616460863357	2711835.1499998914	18256929.20700067	16792861.10700441	1464068.1000001384
54	Kayonza	221	27	urban	-1.800338785046729	30.497230490654207	105374.62499999818	1589578.9575000196	1462106.7074999944	127472.25000000188
55	Kayonza	237	27	rural	-1.7859170103092783	30.64235	16290.149999999963	357085.93200000125	328450.3319999995	28635.59999999991
55	Kayonza	237	27	urban	-1.8043666666666667	30.50436666666667	109.57499999999999	5465.601	5027.301	438.29999999999995
56	Kayonza	222	27	rural	-1.7253553842613898	30.49223775885872	7583210.924999896	16205506.965001557	14905947.465003436	1299559.5000000368
56	Kayonza	222	27	urban	-1.7220916755602989	30.473905656350052	262505.1749999987	1780874.9925000262	1638062.2424999939	142812.75000000233
57	Kayonza	226	27	rural	-1.6853830041341296	30.550825999081304	1653705.8999999363	4014483.934500133	3692552.5844999845	321931.3499999979
57	Kayonza	226	27	urban			0.0	0.0	0.0	0.0
58	Kayonza	238	27	rural	-1.99008729887025	30.692371961656967	1482805.4249999535	5616815.96099989	5166389.660999979	450426.2999999802
58	Kayonza	238	27	urban	-1.9809427769461077	30.7480688997006	2306992.0499998187	5035640.387999982	4631819.987999981	403820.3999999871
59	Kayonza	235	27	rural	-2.0486924944485567	30.64461156180607	4525703.175000181	12702056.724000497	11683447.524001641	1018609.1999998917
59	Kayonza	235	27	urban	-1.9976948717948717	30.558205128205127	3214.2000000000016	74696.54699999995	68706.44700000001	5990.100000000003
60	Kayonza	229	27	rural	-2.0775915375077494	30.680454091754495	3228919.5749999527	5935642.685999782	5459648.885999977	475993.79999997374
60	Kayonza	229	27	urban			0.0	0.0	0.0	0.0
61	Kayonza	227	27	rural	-2.0584228915662655	30.598803439211387	1350329.2499998512	8805083.210999483	8098981.910999969	706101.2999999424
61	Kayonza	227	27	urban	-2.018260447761194	30.560602985074627	10774.87499999998	245952.0449999998	226228.5449999999	19723.5
62	Kayonza	224	27	rural	-2.040066039314094	30.529751066499372	423763.0500000148	4539181.630500071	4175173.480499983	364008.14999999217
62	Kayonza	224	27	urban	-2.0253666666666663	30.55719333333333	1059.2249999999997	27328.00499999999	25136.505	2191.4999999999995
63	Kayonza	586	27	rural	-1.9589333813410146	30.5982249799968	4485270.000000605	12142743.55500039	11168987.055001432	973756.499999898
63	Kayonza	586	27	urban	-1.9638860226532966	30.606912404473128	121701.29999999651	2083304.9145000428	1916239.5644999926	167065.35000000356
64	Kayonza	228	27	rural	-1.9621240090090089	30.64089954954955	3556183.57499984	8337774.3254993055	7669147.675499969	668626.6499999447
64	Kayonza	228	27	urban	-1.9520845252051582	30.678487573270807	114725.02499999812	1591400.8245000204	1463782.4744999944	127618.35000000193
65	Kayonza	181	27	rural	-1.9985914512172107	30.55636765427439	2144821.0499996943	9939195.418499755	9142146.868500365	797048.5499999245
65	Kayonza	181	27	urban	-2.008279712768969	30.5588450698844	743210.7000000223	6737264.1659996435	6196986.365999974	540277.7999999665
66	Kayonza	225	27	rural	-1.9840752333288245	30.51280956310023	2308599.1499995687	14170481.526000997	13034115.72600248	1136365.799999941
66	Kayonza	225	27	urban	-1.9731252413793101	30.552182068965514	144127.64999999685	1412857.8585000115	1299557.3084999956	113300.55000000143
67	Kayonza	223	27	rural	-1.7655996805111822	30.48908728434505	174297.29999999644	2903145.0645000795	2670334.714499989	232810.35000000603
67	Kayonza	223	27	urban	-1.783307142857143	30.46852857142857	1278.3750000000002	27328.004999999994	25136.505	2191.4999999999995
68	Kayonza	230	27	rural	-1.8622750000000001	30.718116666666663	949.6499999999999	21862.403999999995	20109.204	1753.1999999999996
68	Kayonza	230	27	urban			0.0	0.0	0.0	0.0
69	Kirehe	264	28	rural	-2.3376345067453626	30.61840327782462	6125936.475001281	17992758.492000893	16549874.892004346	1442883.600000129
69	Kirehe	264	28	urban	-2.303726963350785	30.82990785340314	50112.30000000021	705062.5290000009	648521.828999998	56540.69999999964
